"","trim.16r.gtf","trim.211r.gtf","trim.218r.gtf","trim.225r.gtf","trim.227r.gtf","trim.235r.gtf","trim.236r.gtf","trim.244r.gtf","trim.253r.gtf","trim.34r.gtf","trim.43r.gtf","trim.61r.gtf","trim.71r.gtf","trim.76r.gtf","trim.82r.gtf","trim.86r.gtf"
"Peve_00024881",0,2035,200,0,1336,0,222,426,455,0,0,862,100,150,27,225
"Peve_00025036",0,799,99,0,760,59,538,220,266,0,0,325,0,94,7,144
"Peve_00036658",0,494,112,0,598,0,282,0,487,0,0,93,0,92,0,140
"Peve_00023171",0,1177,222,0,1196,56,764,114,755,0,0,594,27,131,18,397
"Peve_00036936",0,763,84,0,990,12,0,0,276,0,0,207,53,99,0,86
"Peve_00026990",0,552,131,0,480,0,179,76,631,0,0,47,0,63,0,163
"Peve_00010162",0,283,54,0,154,36,136,0,0,0,0,0,16,128,0,34
"Peve_00043370",0,1131,460,0,819,46,217,0,437,0,0,270,0,138,20,252
"Peve_00016133",0,820,148,0,571,0,290,166,451,0,0,269,0,138,10,161
"Peve_00010018",0,724,258,0,576,0,218,218,337,0,0,34,47,81,8,120
"Peve_00010019",0,2314,310,0,2468,0,1118,322,1487,0,0,1057,65,428,34,418
"Peve_00016132",202,1233,313,35,1280,0,526,0,890,0,0,591,0,315,32,215
"Peve_00010013",0,387,95,0,147,0,0,91,258,0,0,87,0,82,0,44
"Peve_00010016",0,2511,610,0,2173,73,1175,204,2542,0,0,902,124,214,49,613
"Peve_00010014",0,3826,611,0,5173,271,3555,285,1648,29,0,1932,51,736,62,989
"Peve_00010015",436,1187,218,0,1573,0,581,0,592,0,0,476,57,447,0,113
"Peve_00031389",0,320,300,0,906,0,337,135,66,0,0,142,0,70,0,89
"Peve_00031386",0,2356,595,0,1976,186,0,340,2723,0,0,769,266,181,37,781
"Peve_00031385",65,843,48,65,1065,108,291,25,494,0,0,549,140,181,0,96
"Peve_00031384",0,178,78,0,197,0,50,57,92,0,0,40,42,69,0,53
"Peve_00031383",0,257,59,0,275,0,138,0,189,0,0,107,0,59,0,25
"Peve_00016131",0,1752,370,0,1290,0,355,249,1095,0,0,464,141,142,24,617
"Peve_00020603",0,300,29,0,533,0,29,0,221,0,0,83,0,10,17,118
"Peve_00029922",0,1293,238,0,1365,135,482,106,924,0,0,747,0,177,28,335
"Peve_00029923",0,524,40,0,908,285,164,86,125,0,0,401,24,71,0,106
"Peve_00029921",914,198632,81906,394,380760,26904,89470,47831,160008,376,0,77231,18664,58264,3242,58143
"Peve_00029924",103,4015,585,0,4491,218,2404,587,2602,39,0,1828,187,613,57,847
"Peve_00029925",0,283,0,0,66,0,56,0,199,0,0,113,47,39,0,75
"Peve_00016130",49,3753,344,0,4778,417,7117,463,3170,0,0,1927,68,959,21,456
"Peve_00035440",0,68,18,0,59,0,0,0,240,0,0,110,0,52,22,22
"Peve_00024599",53,1806,454,0,1271,0,274,70,389,0,0,904,0,600,24,537
"Peve_00045023",546,831,223,108,969,0,410,379,520,0,0,1051,0,162,0,117
"Peve_00013435",125,8242,1492,55,6291,653,2438,1021,4422,0,0,3289,0,1213,118,1286
"Peve_00013437",434,2492,369,31,1780,169,978,120,3458,0,0,600,295,24,30,331
"Peve_00013431",124,3646,730,0,2975,118,1472,912,1705,0,0,1758,257,965,84,709
"Peve_00013432",0,451,31,0,493,0,345,0,124,0,0,273,0,64,0,62
"Peve_00035447",0,13607,3420,25,18883,1370,7372,1926,13404,0,0,4628,699,910,159,3850
"Peve_00013439",0,3675,925,0,4104,0,1162,520,2369,0,0,1413,234,728,0,793
"Peve_00017541",0,1329,228,0,1237,0,114,308,207,0,0,512,0,92,0,446
"Peve_00017540",58,21326,5057,0,16500,1234,5622,2430,14552,0,0,4809,668,1198,331,5055
"Peve_00012520",1658,3024,476,72,4285,0,1820,0,1227,83,0,1138,0,724,18,471
"Peve_00012522",0,303,106,0,370,0,145,152,174,0,0,218,0,52,0,38
"Peve_00012524",31,3720,584,56,3059,171,524,350,1111,3,0,977,0,202,18,463
"Peve_00012525",0,1182,287,0,1136,0,397,171,1422,0,0,359,194,73,0,314
"Peve_00012528",30,445,43,0,278,0,191,0,479,0,0,133,0,49,0,109
"Peve_00012529",159,2301,533,27,1891,115,546,364,1215,47,0,732,94,227,29,532
"Peve_00011873",0,662,107,9,517,42,339,105,657,0,0,86,77,66,31,209
"Peve_00011870",0,326,0,0,0,0,224,76,121,0,0,242,46,42,0,108
"Peve_00011877",0,939,242,0,873,0,200,0,701,0,0,225,135,204,0,205
"Peve_00011874",187,254,91,0,220,180,0,164,98,0,0,248,23,97,29,89
"Peve_00011879",28,519,104,0,101,21,20,49,15,0,12,137,1,130,6,37
"Peve_00017091",0,1747,217,0,850,0,78,471,432,0,0,214,85,183,70,579
"Peve_00017090",78,122,0,49,200,0,104,102,135,0,0,32,0,0,0,30
"Peve_00030164",0,3963,970,0,3531,103,411,293,1362,0,0,658,128,770,19,629
"Peve_00030167",15,731,32,20,1084,55,39,98,15,0,0,317,2,104,0,107
"Peve_00023995",267,57997,11186,125,91430,4684,53027,9083,37317,69,0,26354,1938,15225,566,11917
"Peve_00023996",0,1321,298,0,1542,0,277,331,597,0,0,914,58,211,0,375
"Peve_00023991",104,7893,1510,51,7959,559,2722,1334,4650,0,0,2306,251,976,116,1323
"Peve_00023992",0,1379,378,0,2007,0,124,0,296,0,0,395,0,126,29,135
"Peve_00023998",0,2213,465,0,1777,175,551,0,1150,0,0,1152,40,140,86,426
"Peve_00026310",0,1214,386,0,1251,88,483,186,889,8,0,530,103,151,4,306
"Peve_00026311",0,143,36,0,100,50,0,0,43,0,0,20,0,22,0,44
"Peve_00026312",17,423,37,0,401,0,265,0,193,0,0,135,42,312,0,31
"Peve_00026316",0,714,169,0,510,108,229,0,362,0,0,197,9,78,0,174
"Peve_00026317",0,374,61,0,175,0,291,162,422,0,0,115,0,72,0,127
"Peve_00012384",0,349,122,0,65,130,68,0,208,0,0,52,0,11,0,41
"Peve_00044674",0,363,118,0,387,75,394,0,294,0,0,54,0,63,13,68
"Peve_00044672",251,3208,325,0,3836,0,1599,258,1843,0,0,1435,0,547,45,375
"Peve_00035577",18,99,8,0,28,17,28,36,13,0,0,45,14,13,10,2
"Peve_00012388",0,214,0,0,440,0,50,0,306,0,0,154,0,39,12,73
"Peve_00012389",0,5952,795,0,4711,219,1742,798,1842,0,0,1749,347,924,126,1135
"Peve_00044679",0,1926,393,0,2039,265,952,522,1521,0,0,799,188,823,67,243
"Peve_00044678",0,325,39,0,524,0,201,0,116,0,0,322,33,214,0,149
"Peve_00004922",3406,5212,691,617,8880,361,1303,816,2891,226,0,2415,218,926,65,796
"Peve_00021840",15,22,16,2,95,4,14,0,17,0,0,15,0,25,3,5
"Peve_00012992",0,1575,204,0,633,158,55,325,314,0,0,220,58,134,0,182
"Peve_00021849",207,961,104,89,1921,0,332,0,413,53,0,496,0,220,4,179
"Peve_00021848",0,44,46,0,83,0,46,0,48,0,0,71,88,4,0,39
"Peve_00039439",0,163,24,0,158,0,34,0,33,0,0,105,0,19,8,13
"Peve_00039438",0,5642,1494,0,9568,249,2585,743,4801,0,0,1915,482,1037,138,1592
"Peve_00031207",142,253,10,31,174,11,0,194,224,0,0,157,11,63,6,26
"Peve_00039436",108,2570,691,0,1153,461,486,215,606,0,0,1345,238,359,0,524
"Peve_00045106",0,588,191,0,158,0,744,0,953,0,0,523,47,46,0,194
"Peve_00045107",0,709,225,0,1386,61,376,347,763,0,0,444,0,67,37,320
"Peve_00045104",0,735,126,0,488,50,133,202,423,0,0,205,0,197,27,176
"Peve_00045102",0,1603,141,0,1266,149,334,151,763,0,0,344,0,180,0,274
"Peve_00045108",162,87,0,0,169,0,175,119,170,0,0,98,0,0,0,52
"Peve_00039387",0,198,163,0,95,0,85,0,99,0,0,212,0,85,3,62
"Peve_00039385",0,479,77,0,98,0,45,137,203,0,0,38,0,66,0,90
"Peve_00026866",0,383,141,0,517,0,273,102,151,0,0,73,40,0,9,70
"Peve_00026868",0,2214,618,0,1944,229,1005,381,1599,0,0,532,183,310,17,405
"Peve_00043468",0,124,124,0,373,64,0,0,158,0,0,128,68,111,20,59
"Peve_00027195",0,390,114,0,282,0,85,0,85,0,0,17,0,42,7,33
"Peve_00027194",53,903,217,0,691,108,510,92,690,0,0,259,0,265,22,214
"Peve_00027197",0,507,97,0,227,101,174,92,95,0,0,82,0,0,0,81
"Peve_00011129",0,827,144,0,1331,73,56,216,154,0,0,243,0,119,0,168
"Peve_00011121",33,1349,212,0,1411,127,166,155,473,0,0,365,27,324,4,277
"Peve_00011120",0,265,19,0,151,0,156,0,105,0,0,26,0,52,9,59
"Peve_00011122",0,5915,900,0,5590,300,1166,384,2907,0,0,1906,253,1154,131,1354
"Peve_00001378",3022,268,0,0,226,154,0,210,72,16,0,203,62,357,28,165
"Peve_00001370",914,2109,304,365,2688,174,211,209,186,94,18,979,131,337,8,420
"Peve_00020080",0,127,29,0,67,0,52,74,0,0,0,98,0,51,0,14
"Peve_00020085",0,150,1,0,383,10,30,124,548,0,0,431,32,45,16,10
"Peve_00020088",0,128,0,0,154,0,0,234,159,0,0,235,35,41,23,29
"Peve_00020339",0,26194,9509,0,24916,3323,12575,6287,24641,38,75,8269,3400,2435,610,9530
"Peve_00020332",81,228,62,0,136,30,124,0,184,0,0,173,0,0,0,6
"Peve_00020333",0,2116,221,0,1213,78,623,0,1790,0,0,491,58,147,0,317
"Peve_00020337",0,150,166,0,452,68,0,259,46,0,0,147,0,23,0,108
"Peve_00024428",81,3385,572,0,2501,178,625,406,636,0,0,1053,105,421,85,762
"Peve_00024429",81,1661,1114,0,3693,204,603,734,2049,0,0,1938,243,501,38,728
"Peve_00024421",0,215,52,0,180,0,150,44,36,0,0,0,0,56,0,41
"Peve_00024425",0,924,118,0,695,104,267,327,878,0,0,174,127,124,39,244
"Peve_00020403",0,1651,382,0,626,0,227,271,886,0,0,376,100,176,0,312
"Peve_00000967",0,774,58,0,521,122,304,88,188,0,0,128,69,42,21,188
"Peve_00021062",0,2260,717,0,1265,0,682,690,1373,0,0,991,0,253,33,652
"Peve_00012126",0,1102,364,0,893,18,132,0,175,0,0,124,0,119,13,49
"Peve_00021065",0,4314,915,0,2863,202,250,711,623,0,0,0,210,519,30,594
"Peve_00021064",0,1641,333,0,1305,124,101,149,342,0,0,88,50,175,22,250
"Peve_00025772",0,240,78,0,229,0,0,0,124,0,0,38,25,0,37,42
"Peve_00025770",0,2289,287,0,2094,169,1363,232,3312,0,0,583,0,140,0,413
"Peve_00003267",70,33,47,0,526,0,174,0,148,0,0,43,18,30,10,119
"Peve_00016362",524,1052,264,0,1033,0,61,158,149,0,0,367,211,316,0,365
"Peve_00016361",0,417,134,0,570,0,331,253,587,0,0,182,47,0,17,309
"Peve_00018825",18,114,86,0,64,36,55,0,254,35,0,103,0,9,8,18
"Peve_00028371",0,1597,247,0,817,138,879,0,361,0,0,440,83,90,0,434
"Peve_00018824",0,3917,592,0,2931,168,1199,204,1207,0,0,1395,90,808,9,518
"Peve_00020859",150,1514,222,0,1191,52,606,0,1399,0,0,804,0,197,0,299
"Peve_00020858",102,5530,638,9,2851,348,1502,640,3957,0,0,1514,272,598,43,949
"Peve_00020854",0,54,45,0,112,55,0,0,119,0,0,0,0,53,33,33
"Peve_00020857",0,222,64,0,156,85,148,0,112,0,0,131,56,14,0,4
"Peve_00040838",0,2141,159,0,2247,64,421,242,1224,0,0,487,63,190,0,325
"Peve_00041128",67,439,21,0,939,0,282,0,357,0,0,102,0,127,0,47
"Peve_00044338",0,259,50,0,377,0,119,0,119,0,0,182,0,144,0,97
"Peve_00044339",34,858,249,0,569,200,301,0,493,0,0,154,124,78,0,169
"Peve_00044336",0,3391,690,0,1167,38,234,250,1211,0,0,907,129,228,30,874
"Peve_00041123",377,2503,346,44,2523,67,1180,541,2174,28,0,1037,0,337,28,504
"Peve_00041125",0,615,314,0,791,0,341,176,448,0,0,55,0,105,0,154
"Peve_00042479",51,103,96,0,187,42,0,0,39,0,0,26,0,96,0,75
"Peve_00042478",1721,354,77,193,219,192,0,465,0,102,16,152,91,448,193,61
"Peve_00042471",937,560,277,0,1039,141,2228,216,3280,26,0,2578,204,113,32,310
"Peve_00042470",0,1029,141,0,435,25,149,0,570,0,0,242,22,494,54,241
"Peve_00042477",0,3055,674,0,1330,90,1170,136,1977,56,0,863,0,444,28,452
"Peve_00042474",0,2561,667,0,1430,284,1979,507,2328,0,0,1218,444,553,49,568
"Peve_00002619",0,20,0,0,26,0,34,49,0,0,0,199,38,23,12,19
"Peve_00008755",0,880,168,0,1470,123,242,0,513,0,0,431,0,82,5,238
"Peve_00008757",0,41,37,0,25,57,0,0,30,0,0,0,36,49,13,26
"Peve_00008759",0,1572,209,0,1385,134,516,560,859,0,0,739,94,191,8,505
"Peve_00000101",280,1313,103,0,1961,199,429,128,714,0,0,366,0,224,0,116
"Peve_00000100",0,2344,752,0,1818,240,541,290,868,0,0,615,125,17,49,506
"Peve_00000103",1097,4864,1200,182,7041,732,2003,1276,2832,102,0,2193,886,849,120,1361
"Peve_00000102",0,208,12,0,203,0,0,0,131,0,0,13,96,40,0,32
"Peve_00000107",0,370,119,0,149,0,207,0,513,0,0,52,41,163,21,68
"Peve_00000109",0,75,16,0,60,0,53,0,66,0,0,52,19,0,0,25
"Peve_00000108",0,2774,1028,0,2023,473,835,1158,2130,0,0,1294,420,749,70,814
"Peve_00019900",0,662,149,0,558,20,189,48,313,0,0,91,0,59,0,113
"Peve_00016977",623,612,74,99,745,80,136,273,241,0,0,1239,0,275,55,225
"Peve_00034450",0,294,70,0,675,23,0,2,16,0,0,63,0,45,13,44
"Peve_00034455",0,1185,206,0,1714,416,277,122,261,53,0,673,0,332,56,186
"Peve_00038172",247,366,114,24,862,525,174,824,52,0,19,1460,633,617,201,411
"Peve_00038178",0,183,74,0,189,0,109,0,222,0,0,126,0,62,9,87
"Peve_00006627",0,345,299,0,305,0,0,0,409,0,0,86,0,26,53,81
"Peve_00006624",239,4660,408,0,7464,380,1314,266,3843,0,41,1636,242,493,0,809
"Peve_00006628",32,1047,365,0,582,228,526,137,899,0,0,345,0,130,71,281
"Peve_00028501",0,84,31,0,57,62,133,168,0,0,0,0,65,138,16,30
"Peve_00030366",200,224,44,37,706,48,0,0,16,0,0,140,0,58,0,74
"Peve_00030367",56,1391,141,0,1161,0,245,87,460,0,0,260,104,220,47,205
"Peve_00030364",0,473,76,0,409,0,84,0,304,0,0,183,0,33,0,44
"Peve_00030363",0,1604,779,0,1446,205,771,93,1337,0,0,1186,86,326,23,610
"Peve_00007578",146,47,0,50,102,0,95,0,28,0,89,57,0,72,0,0
"Peve_00035460",294,57475,11450,93,75033,2342,29680,6808,40367,0,0,19364,1668,4407,596,11799
"Peve_00035461",73,1824,306,0,1473,157,428,243,1232,0,0,782,0,179,0,271
"Peve_00035466",0,294,86,0,248,0,188,23,268,0,0,141,47,0,13,22
"Peve_00035465",107,9530,2285,0,5483,550,2763,1038,5485,0,0,3426,284,1319,240,1668
"Peve_00038280",0,243,0,0,248,0,273,0,324,0,0,185,30,48,7,43
"Peve_00035468",0,105,41,0,81,27,79,0,137,0,0,88,0,0,0,47
"Peve_00032858",0,223,71,0,123,49,12,0,179,0,0,46,0,102,22,91
"Peve_00032859",0,684,309,0,504,76,106,132,744,0,0,360,38,138,58,267
"Peve_00032851",0,517,109,0,887,0,552,0,512,0,0,260,0,196,0,114
"Peve_00032856",0,1585,290,0,825,49,1057,484,915,0,0,662,0,265,0,499
"Peve_00032857",0,1244,330,0,1110,100,880,389,1108,0,0,288,44,189,0,197
"Peve_00032854",50,612,70,0,589,90,353,0,339,0,0,420,0,107,2,100
"Peve_00032855",0,911,316,0,531,0,263,138,795,0,0,253,0,54,20,227
"Peve_00029679",78,105,47,0,175,0,119,0,59,12,0,113,0,37,0,53
"Peve_00029676",0,13928,986,0,8604,413,2079,526,5501,0,0,2236,199,1170,192,1901
"Peve_00029672",0,69,4,0,122,49,0,32,37,0,0,79,129,169,74,48
"Peve_00038824",0,130,48,0,51,40,247,114,14,0,0,60,92,62,40,36
"Peve_00038826",0,23,16,0,32,30,38,40,19,0,0,42,10,179,39,26
"Peve_00038822",0,312,46,0,222,88,217,9,168,0,0,181,147,263,38,147
"Peve_00034338",0,3218,720,0,3859,0,1258,985,2786,0,0,1458,195,444,119,1192
"Peve_00034335",0,458,52,0,338,0,100,0,337,0,0,166,0,31,4,144
"Peve_00034334",0,258,62,0,150,48,181,247,299,0,0,16,108,127,78,93
"Peve_00034337",0,621,186,0,906,64,952,197,652,0,0,538,84,86,5,200
"Peve_00034331",0,4213,644,0,3355,357,1880,474,4217,0,0,1111,247,180,79,1180
"Peve_00034333",0,775,153,0,551,141,54,0,340,0,0,217,0,322,0,104
"Peve_00032279",320,458,68,0,439,0,381,0,275,0,0,245,0,82,0,92
"Peve_00022103",0,1730,377,0,2140,175,605,0,1075,0,0,1475,178,467,0,602
"Peve_00008127",0,724,229,0,2816,0,1310,115,1538,0,0,215,0,202,0,188
"Peve_00014400",24,97,68,0,82,0,41,0,19,0,0,144,0,0,0,44
"Peve_00008125",67,1017,210,0,975,38,664,186,668,0,0,418,0,267,0,192
"Peve_00037737",0,3980,637,0,3024,231,1688,372,2678,0,0,2189,468,853,83,1932
"Peve_00037731",0,808,417,0,1439,51,228,0,598,0,0,783,0,197,41,283
"Peve_00008122",0,133,81,0,108,0,88,0,124,0,0,67,0,11,0,72
"Peve_00014406",0,314,38,0,180,32,18,0,98,0,0,79,0,51,0,100
"Peve_00024811",0,306,149,0,185,0,132,26,476,0,0,118,0,50,9,60
"Peve_00024810",0,2979,786,0,2187,374,1434,257,2073,0,0,1483,132,225,52,1478
"Peve_00008129",0,890,285,0,3040,0,570,293,509,0,0,195,60,109,13,316
"Peve_00011245",104,267,28,0,244,0,358,0,216,0,0,201,64,142,0,79
"Peve_00008128",151,13224,2762,23,9756,990,3100,1700,7280,0,0,3674,538,1142,237,2592
"Peve_00011240",0,2625,861,0,3313,368,1106,177,1566,0,0,1066,229,1053,72,1140
"Peve_00011242",0,177,0,0,303,0,140,39,151,0,0,88,0,13,35,0
"Peve_00024622",0,90,47,0,161,73,384,97,0,0,0,88,82,201,15,44
"Peve_00024623",0,589,308,0,540,268,292,100,785,0,0,306,88,133,46,208
"Peve_00024626",0,7611,1672,0,8283,659,4027,1752,4427,0,0,3235,640,1035,108,2133
"Peve_00024624",0,785,39,0,731,0,849,349,615,0,0,210,31,453,0,309
"Peve_00024625",0,535,73,0,416,0,64,0,180,0,0,68,0,57,0,57
"Peve_00028991",0,448,228,0,337,0,189,101,258,0,0,176,108,99,29,167
"Peve_00001905",0,517,109,0,274,63,90,124,613,0,0,126,0,22,0,156
"Peve_00001902",678,10397,2721,0,7924,561,2780,1325,5231,0,0,3963,238,1172,212,2617
"Peve_00024193",53,6072,1880,0,8259,948,3117,1290,3243,0,0,5190,1047,1535,249,2452
"Peve_00024194",0,580,38,0,124,0,113,97,208,0,0,126,0,7,0,131
"Peve_00024196",504,3330,360,142,6076,280,1801,326,1418,128,0,2648,458,809,45,674
"Peve_00024197",157,213,0,16,603,0,287,67,217,0,0,376,0,121,12,58
"Peve_00016215",0,263,134,0,866,31,108,0,295,0,0,31,0,38,0,65
"Peve_00044547",0,644,219,0,349,133,287,85,553,0,0,365,37,96,2,262
"Peve_00026204",0,686,113,0,660,0,0,0,34,0,0,80,0,31,16,56
"Peve_00016219",0,435,85,0,138,58,334,660,63,0,0,0,102,21,0,67
"Peve_00001908",0,859,184,0,673,0,278,0,502,0,0,361,0,49,0,267
"Peve_00001909",36,0,173,0,23099,539,0,739,1087,0,0,22929,1007,43,0,1174
"Peve_00010197",0,2046,376,0,1555,0,161,207,947,0,6,1396,443,275,31,715
"Peve_00010191",0,713,105,0,856,0,548,71,578,0,0,410,0,89,0,62
"Peve_00025574",372,504,39,0,678,0,214,32,281,0,0,160,0,94,0,40
"Peve_00025571",0,1126,115,0,1525,0,839,175,1016,0,0,213,0,348,51,115
"Peve_00025570",0,3399,520,0,2649,191,900,267,1805,0,0,792,131,464,49,480
"Peve_00025573",0,154,68,0,131,0,81,79,0,34,25,59,0,363,0,54
"Peve_00025572",0,5018,1020,0,3845,117,2368,481,4665,0,0,1447,255,732,40,906
"Peve_00015419",0,819,123,0,2347,0,244,352,505,0,0,458,0,47,0,132
"Peve_00025579",0,448,96,0,219,172,314,115,179,0,0,64,12,0,14,91
"Peve_00015418",0,714,74,0,797,0,208,0,507,0,0,294,0,81,0,132
"Peve_00008600",0,1200,113,0,1210,0,255,0,800,0,0,362,86,232,48,137
"Peve_00020433",241,1479,190,0,1483,122,448,277,747,93,0,670,84,255,7,410
"Peve_00031194",0,721,130,0,651,123,114,313,686,0,0,121,0,171,57,194
"Peve_00031195",73,273,43,0,632,0,110,0,136,0,0,139,0,0,0,20
"Peve_00031192",0,405,133,0,258,0,397,132,620,0,0,145,0,124,0,251
"Peve_00031191",0,425,42,0,644,0,32,14,514,0,0,53,30,54,0,138
"Peve_00022929",0,630,89,0,944,0,183,0,624,0,0,273,0,37,0,177
"Peve_00022928",0,256,64,0,246,53,121,0,128,0,0,76,0,7,0,49
"Peve_00022927",0,1027,447,0,1178,72,543,159,502,0,0,703,0,248,24,148
"Peve_00022923",0,302,73,0,354,0,66,157,206,0,0,73,118,0,10,71
"Peve_00022922",0,1144,307,0,1127,0,234,115,392,0,0,353,0,75,0,142
"Peve_00022921",0,1139,262,0,2462,131,1143,282,712,0,0,1003,0,147,0,195
"Peve_00024600",0,294,140,0,180,89,83,0,87,0,0,139,0,31,0,62
"Peve_00021472",0,258,8,69,259,37,50,0,60,0,0,0,0,45,0,76
"Peve_00021476",0,612,116,0,890,88,174,0,459,0,0,285,0,102,0,166
"Peve_00021477",0,5191,876,0,4487,317,2091,1147,2509,0,0,2030,106,323,81,1260
"Peve_00021478",101,509,82,0,356,95,79,0,495,0,0,236,0,44,0,188
"Peve_00021479",0,2705,758,0,3136,224,906,649,1849,0,0,1486,303,294,79,1149
"Peve_00024607",0,244,62,0,166,51,61,0,317,0,0,86,68,6,0,17
"Peve_00008601",0,921,425,0,476,43,225,224,613,0,0,463,68,85,0,236
"Peve_00016920",503,1844,258,92,1172,122,1728,186,1114,0,59,2057,106,582,33,496
"Peve_00016924",0,201,140,0,547,0,0,0,70,0,0,72,0,263,15,100
"Peve_00014616",0,5661,500,0,3650,92,2882,1449,4392,0,0,1197,68,393,35,585
"Peve_00014617",351,1566,484,0,2952,193,682,332,887,0,0,871,0,354,0,398
"Peve_00014612",0,1699,313,0,1539,45,149,75,660,0,0,469,156,123,22,307
"Peve_00014613",0,923,160,0,1701,0,878,65,829,0,0,726,0,230,19,189
"Peve_00019754",0,11822,1190,0,4468,534,1777,1421,3856,0,0,3328,522,610,301,2329
"Peve_00003106",0,979,223,0,1302,165,149,0,311,0,0,239,24,48,0,298
"Peve_00003108",1220,10451,2149,136,21735,874,5354,1315,10070,0,0,3239,340,1496,125,1852
"Peve_00041320",0,1639,100,0,1350,0,1029,551,2335,0,0,514,0,112,7,263
"Peve_00042677",95,230,57,0,139,0,130,124,56,0,0,82,0,562,0,44
"Peve_00042676",0,74,24,0,0,0,153,125,97,0,0,61,76,192,0,31
"Peve_00042673",220,2217,292,0,977,147,3954,191,7440,0,0,1635,175,517,143,982
"Peve_00016753",0,1208,222,0,1282,0,264,0,727,0,0,231,71,16,0,132
"Peve_00007599",0,543,71,0,208,0,112,0,358,0,0,138,0,151,0,61
"Peve_00026123",0,518,156,0,562,86,310,0,292,0,0,245,0,64,4,36
"Peve_00026121",0,3826,881,0,7206,222,1086,635,3068,0,0,1411,489,669,109,1407
"Peve_00026120",0,230,58,0,780,0,398,0,258,0,0,266,86,45,0,43
"Peve_00026125",0,542,131,0,550,41,211,100,331,0,0,106,0,62,47,68
"Peve_00026124",0,305,132,0,174,0,102,40,170,28,0,170,0,13,0,102
"Peve_00026129",0,815,113,0,324,0,545,0,863,0,0,419,45,167,13,185
"Peve_00041490",0,3188,395,0,1383,136,408,525,1489,0,0,1686,171,260,37,899
