"","trim.16r.gtf","trim.211r.gtf","trim.218r.gtf","trim.225r.gtf","trim.227r.gtf","trim.235r.gtf","trim.236r.gtf","trim.244r.gtf","trim.253r.gtf","trim.34r.gtf","trim.43r.gtf","trim.61r.gtf","trim.71r.gtf","trim.76r.gtf","trim.82r.gtf","trim.86r.gtf"
"Peve_00004912",175,14258,2818,0,16907,1222,6312,1884,11638,0,0,3547,139,1119,55,2674
"Peve_00004913",0,1090,524,0,664,0,384,417,690,0,0,578,0,187,0,284
"Peve_00004910",0,566,266,0,361,0,171,0,558,0,0,79,0,36,0,202
"Peve_00004918",0,1006,138,4,677,157,126,92,431,0,0,216,46,221,0,114
"Peve_00004101",45,534,49,0,1802,0,0,79,68,0,0,151,34,48,20,39
"Peve_00027881",0,215,52,0,87,0,281,0,240,0,0,107,76,46,0,49
"Peve_00027885",0,101,19,0,69,60,0,0,21,0,0,66,0,82,8,14
"Peve_00004103",0,731,280,0,1895,0,215,0,530,0,0,229,0,144,16,153
"Peve_00043352",0,9973,1949,0,7543,722,2758,2488,5548,42,65,4990,803,2162,271,1873
"Peve_00010405",0,1196,142,0,1925,0,216,210,514,0,0,509,0,522,0,127
"Peve_00010404",143,1381,572,0,1704,196,434,181,663,0,0,1036,0,339,35,300
"Peve_00010406",0,498,113,0,650,80,170,44,283,0,0,50,64,160,19,99
"Peve_00010400",0,824,252,0,294,75,262,0,118,0,0,180,0,0,23,235
"Peve_00010402",0,3253,985,0,4023,483,1976,384,1771,0,8,1650,360,562,45,720
"Peve_00002459",0,371,56,0,231,49,278,0,173,0,0,148,0,80,0,43
"Peve_00012139",92,3906,1296,0,3999,547,1774,662,3020,0,0,1414,185,884,89,981
"Peve_00012138",209,3609,617,0,1345,73,3981,587,3660,0,53,841,233,298,28,401
"Peve_00012133",0,1833,837,0,2388,380,3089,808,3683,0,0,409,50,174,73,515
"Peve_00012132",207,19970,6660,0,108240,1667,9843,2955,10377,28,0,5846,1455,1686,215,4356
"Peve_00012131",677,4482,1007,79,9894,492,2487,959,2465,58,0,1936,338,1074,69,1024
"Peve_00002452",245,731,145,109,959,0,860,254,226,0,0,1080,89,231,33,198
"Peve_00012137",135,2873,408,0,3124,151,1405,851,2273,0,0,1701,170,962,70,365
"Peve_00012136",0,2671,556,0,2987,146,872,174,2145,0,0,775,127,293,0,325
"Peve_00012135",1576,3996,555,226,5250,300,1894,573,1489,621,67,2316,242,911,130,626
"Peve_00012134",180,2299,658,0,4154,0,282,177,1300,0,0,929,102,398,32,576
"Peve_00007940",51,971,350,0,3003,128,214,0,398,0,26,549,0,222,0,189
"Peve_00007944",0,620,82,0,702,129,121,84,180,0,0,85,0,117,0,61
"Peve_00041678",0,1518,408,0,1309,58,656,319,781,0,0,626,149,286,20,374
"Peve_00041679",4102,63291,14922,1050,78300,4845,18693,9058,40170,1082,148,27235,3038,10038,835,11187
"Peve_00041675",0,4376,1081,0,11857,669,3785,1197,5734,0,0,4300,486,1693,133,2460
"Peve_00041676",45,1171,78,53,1724,0,782,0,1088,0,0,257,0,287,0,138
"Peve_00041677",0,250,32,0,278,16,123,0,182,0,0,151,0,62,0,59
"Peve_00008113",0,2372,340,0,1510,55,1042,522,1334,0,0,1248,87,135,26,398
"Peve_00008116",0,662,153,0,329,60,1542,220,2570,0,0,285,0,0,0,87
"Peve_00008114",97,11603,2181,0,11234,524,6626,2029,8272,0,0,4504,449,1938,154,2605
"Peve_00008115",0,998,231,0,960,0,373,0,764,0,0,379,80,33,0,155
"Peve_00000347",0,1025,201,0,894,42,473,152,453,0,0,891,0,194,0,168
"Peve_00000346",665,634,89,198,729,81,0,180,209,0,41,365,0,74,0,172
"Peve_00000342",0,3670,907,0,3740,262,1470,948,4239,0,0,1805,190,785,144,1290
"Peve_00000340",1707,31492,2962,237,38127,1574,9814,3738,17838,184,176,12841,564,3736,131,3456
"Peve_00001435",85,14685,4153,48,14321,1605,6548,2913,20624,23,0,3654,1362,227,349,4365
"Peve_00001430",1253,4359,476,142,6684,222,3783,448,3543,0,20,2859,224,969,34,887
"Peve_00001438",0,919,267,41,1207,0,285,0,574,0,3,487,0,290,20,287
"Peve_00001439",0,1017,398,0,796,0,284,95,435,0,21,959,0,180,0,416
"Peve_00042099",30,365,90,0,119,0,0,138,40,0,0,92,0,13,0,22
"Peve_00042095",0,1275,100,0,644,0,1266,399,2084,0,0,605,0,114,0,327
"Peve_00042097",206,1101,201,0,1158,0,255,0,577,0,0,374,50,85,43,187
"Peve_00042093",0,166,14,0,190,77,191,0,124,0,0,215,84,64,0,62
"Peve_00042092",0,365,142,0,338,185,105,132,167,0,0,107,83,70,30,227
"Peve_00003497",282,0,10,0,39,25,114,198,0,0,9,0,105,54,41,4
"Peve_00003494",0,350,122,0,322,0,0,159,271,0,0,58,0,82,26,24
"Peve_00003490",0,240,0,0,268,84,1452,68,600,0,0,68,0,0,0,22
"Peve_00003491",0,169,14,0,210,92,1088,71,444,0,0,77,0,0,0,20
"Peve_00016937",87,2819,412,0,3950,144,1506,111,1734,0,0,760,76,449,46,554
"Peve_00016936",0,4599,833,0,3911,270,1210,747,2478,0,2,2826,136,701,61,1361
"Peve_00016935",0,398,172,0,459,207,86,138,243,0,0,379,25,60,1,203
"Peve_00019742",50,1832,328,0,2174,0,970,306,1079,0,0,867,398,450,101,540
"Peve_00019746",0,2593,648,0,2908,282,967,430,2837,0,0,599,69,138,46,387
"Peve_00042323",0,1105,469,0,2440,82,256,290,611,0,0,759,71,320,6,611
"Peve_00009644",43,391,87,0,490,0,702,0,146,0,0,380,0,65,4,133
"Peve_00009647",622,878,78,0,1215,0,475,0,601,0,0,528,0,167,8,209
"Peve_00009646",0,3285,329,0,2832,105,1732,541,3283,0,0,1715,212,1868,34,430
"Peve_00009641",0,1205,266,0,1329,0,473,358,713,0,0,508,91,377,0,223
"Peve_00009649",0,248,5,0,154,12,248,0,322,0,0,70,0,60,0,51
"Peve_00009648",0,485,61,0,349,0,126,0,177,0,0,160,0,148,0,84
"Peve_00007773",0,7210,2172,0,11017,833,998,1051,477,0,0,3705,0,2543,237,1033
"Peve_00007772",0,4473,1252,0,6909,68,2202,578,4461,0,0,2952,92,241,22,913
"Peve_00035662",0,1679,526,0,2933,190,742,600,1717,0,0,744,215,152,27,439
"Peve_00007770",0,3203,384,0,3532,196,1379,458,2820,0,0,2017,318,807,40,842
"Peve_00007777",0,5847,927,0,8555,567,1917,1005,3944,0,0,712,131,1363,86,1823
"Peve_00035666",37,247,45,0,154,0,686,0,384,0,0,11,0,55,0,0
"Peve_00009392",53,85,0,0,134,0,61,0,31,0,7,29,0,77,1,32
"Peve_00004144",0,988,181,0,1779,0,96,185,762,0,0,317,0,125,22,164
"Peve_00004149",0,3625,754,0,1442,332,3419,538,4612,0,0,924,259,466,36,834
"Peve_00015852",0,30,36,0,430,0,82,0,346,0,0,24,0,64,0,36
"Peve_00029079",0,187,34,0,187,0,0,130,98,0,0,36,0,18,0,56
"Peve_00007481",184,6320,763,0,2643,351,5384,974,3933,0,0,1847,199,181,101,835
"Peve_00007480",109,962,247,0,1595,215,0,211,221,0,0,975,46,79,58,475
"Peve_00007482",0,368,80,0,342,0,104,0,494,0,0,220,0,22,0,112
"Peve_00029070",0,4585,869,0,2835,323,1276,547,1458,0,0,1208,257,375,56,1009
"Peve_00007484",0,80,52,0,42,0,84,0,34,0,0,48,0,14,0,17
"Peve_00005430",39,152,86,0,0,87,0,0,0,0,0,34,50,35,18,17
"Peve_00012704",0,815,369,0,882,120,365,262,595,0,0,122,73,193,11,218
"Peve_00038623",0,298,169,0,428,0,0,0,19,0,0,209,34,44,1,197
"Peve_00015574",0,1655,354,40,1426,304,587,212,761,61,0,261,112,526,24,468
"Peve_00038629",0,898,255,0,514,0,151,0,459,0,0,275,50,100,10,254
"Peve_00012707",120,4288,670,30,3818,128,731,533,2501,0,0,1675,100,274,58,643
"Peve_00034133",6,684,31,0,488,0,174,154,530,7,0,167,22,136,0,41
"Peve_00034130",0,1096,54,0,750,0,220,120,290,0,0,248,0,128,22,87
"Peve_00034136",0,2012,566,0,774,235,433,251,969,0,0,396,99,99,21,430
"Peve_00034135",81,2581,489,0,3765,335,1215,429,2311,0,0,1220,82,443,88,562
"Peve_00034134",0,2876,872,0,6818,266,4742,496,12902,0,0,469,322,99,126,1163
"Peve_00034139",401,238,54,0,298,0,119,0,27,0,0,168,0,83,0,85
"Peve_00008938",0,31,42,0,28,0,90,0,206,0,0,49,13,0,0,52
"Peve_00008933",0,1700,237,0,1080,95,302,311,1078,90,0,413,0,339,55,390
"Peve_00008936",57,1323,14,0,691,0,520,388,210,0,0,178,32,61,0,31
"Peve_00008937",73,15309,3911,174,29789,1329,16092,3056,11683,0,0,9058,659,4813,320,3455
"Peve_00006166",74,986,343,0,1947,121,855,84,608,0,0,684,164,209,59,165
"Peve_00006163",0,1470,235,0,96,85,5399,168,4165,0,0,205,0,48,3,300
"Peve_00006169",20,2390,502,0,1602,259,682,233,889,0,0,335,85,276,43,214
"Peve_00006168",149,3227,856,0,3737,220,2233,1301,2511,0,0,1219,186,698,102,683
"Peve_00032474",23,181,0,0,173,0,64,0,0,0,0,0,67,67,16,21
"Peve_00030900",0,1218,346,0,625,0,259,0,777,0,0,325,0,94,0,591
"Peve_00030901",0,341,71,0,257,0,327,0,283,0,0,197,0,70,0,123
"Peve_00039248",1273,2080,353,67,3714,121,1445,397,1274,0,0,1255,0,250,0,379
"Peve_00043569",317,121,17,0,198,29,27,0,29,0,0,175,0,37,19,47
"Peve_00044184",97,85,33,15,167,71,160,147,60,50,0,226,34,99,23,38
"Peve_00044186",37,4602,1438,0,3978,266,1621,1079,2539,0,0,1119,356,418,100,1770
"Peve_00036882",0,50,0,0,34,0,142,44,213,0,0,45,40,80,19,9
"Peve_00036885",0,768,192,0,887,0,220,183,981,0,0,271,0,47,49,298
"Peve_00036886",0,464,110,0,199,0,101,63,264,0,0,157,0,78,13,95
"Peve_00034953",0,1027,384,0,924,0,625,167,789,0,0,355,0,173,0,292
"Peve_00031358",0,763,588,0,818,150,215,243,722,0,0,334,144,465,25,198
"Peve_00034954",31,2059,455,0,2277,63,647,491,830,0,0,876,157,155,6,336
"Peve_00034957",714,82444,19320,167,144637,9038,58922,15338,68762,187,72,38807,6220,23971,1221,19419
"Peve_00034956",0,4438,1069,0,5431,181,810,680,2243,0,0,1168,162,537,78,651
"Peve_00034958",440,1021,48,0,765,0,301,0,796,0,0,475,73,128,49,95
"Peve_00031351",0,152,17,0,39,0,82,87,294,0,0,0,156,17,0,35
"Peve_00031352",76,1361,310,0,2387,170,582,183,830,0,0,407,0,38,33,196
"Peve_00008257",0,301,32,0,14,0,282,0,43,0,0,51,0,97,0,15
"Peve_00037024",0,135,49,0,51,0,135,0,57,0,0,24,0,27,0,53
"Peve_00037027",0,398,138,0,644,0,286,0,518,0,0,92,0,76,11,126
"Peve_00013468",1292,3255,850,155,4688,303,1461,580,2409,344,83,1388,216,408,78,655
"Peve_00034284",0,751,50,0,494,0,86,225,23,0,0,151,0,268,0,147
"Peve_00013462",0,131,27,0,266,0,153,36,205,0,0,77,0,119,0,26
"Peve_00013463",0,181,73,0,192,0,223,0,225,0,0,144,0,48,0,65
"Peve_00013466",0,277,41,0,143,0,22,106,226,0,0,9,78,22,8,68
"Peve_00013464",0,1280,325,0,1143,0,543,559,761,0,0,360,0,154,21,355
"Peve_00013465",0,743,423,0,1228,0,2011,375,975,0,0,721,139,327,23,265
"Peve_00028065",0,451,96,0,469,60,121,0,801,0,0,174,0,127,0,154
"Peve_00028063",52,2822,504,0,2818,0,494,214,2357,0,0,950,194,436,28,621
"Peve_00017512",0,272,39,0,188,0,27,0,35,0,0,73,0,8173,26,13
"Peve_00017513",0,746,112,0,2142,0,971,43,389,0,0,336,0,526,0,129
"Peve_00017516",66,836,233,0,1224,50,447,0,689,0,0,233,0,79,9,214
"Peve_00017515",0,1207,460,0,1177,96,1616,284,1736,0,0,576,66,172,17,217
"Peve_00033910",229,251,34,0,84,0,0,0,527,0,0,151,0,53,0,26
"Peve_00034283",0,906,95,65,764,42,440,266,1631,36,0,144,0,133,15,129
"Peve_00034282",588,1332,86,272,954,0,0,0,57,45,0,319,0,244,17,141
"Peve_00031828",35,77,12,0,126,0,35,0,0,0,0,66,10,47,0,18
"Peve_00031826",0,443,87,0,609,0,297,47,32,0,0,218,10,59,0,54
"Peve_00031824",0,3770,1118,0,4119,153,1685,975,3279,0,0,788,302,539,0,917
"Peve_00031822",206,16689,9975,0,17341,3801,10018,3338,14031,32,0,10355,1494,1800,346,4895
"Peve_00031823",86,7380,2010,0,10848,257,4078,1555,5184,0,0,3556,469,1735,119,2063
"Peve_00044157",44,945,70,0,1229,4,371,0,460,0,0,216,0,151,0,114
"Peve_00012337",84,1433,537,0,1374,240,1281,190,1354,0,0,1311,284,340,55,592
"Peve_00012336",0,1714,204,0,1435,70,632,152,721,0,34,713,0,439,11,324
"Peve_00012333",0,1931,1049,0,2614,295,365,462,647,0,0,402,136,103,33,339
"Peve_00011821",0,347,53,0,283,51,300,45,0,0,0,545,0,0,0,20
"Peve_00006851",259,18932,5790,0,26294,1757,7676,3743,12632,83,0,7289,1330,4414,310,4476
"Peve_00006850",35,306,0,0,324,0,454,139,462,0,0,251,0,85,0,37
"Peve_00037374",0,185,148,0,328,207,266,238,240,46,0,136,329,259,179,65
"Peve_00037375",47,1855,243,0,2120,79,494,0,1515,0,0,729,45,285,33,204
"Peve_00021818",0,1188,182,0,382,110,0,119,49,0,0,388,175,16,5,86
"Peve_00037377",0,660,72,0,523,0,265,237,443,0,0,61,81,137,44,26
"Peve_00037371",0,1225,368,0,570,112,166,388,379,0,0,605,16,43,1,250
"Peve_00021812",62,1084,85,0,866,52,258,175,768,21,0,366,0,51,5,78
"Peve_00021813",0,8806,1944,0,7497,638,3585,735,4580,0,0,2958,313,1452,58,1381
"Peve_00021810",0,248,43,0,167,0,58,0,193,0,0,66,20,32,0,61
"Peve_00037378",20,530,88,0,956,0,136,88,395,0,0,119,0,195,8,55
"Peve_00037379",75,3350,769,0,2132,259,601,1140,2286,0,0,756,170,309,84,761
"Peve_00021814",0,1770,430,0,1028,187,2433,359,6526,0,0,439,0,157,63,279
"Peve_00021815",0,454,81,0,670,0,365,0,749,0,0,258,0,38,0,158
"Peve_00033464",2880,191023,65598,296,202226,24476,52242,43750,193960,730,457,91025,16591,32353,5366,74639
"Peve_00033465",321,26518,8206,639,39091,5444,6443,10105,24128,132,166,10302,4391,8997,1250,8808
"Peve_00033467",831,52766,17865,515,73223,7313,13126,13829,56205,293,244,20407,4741,10795,1923,21260
"Peve_00033461",348,7949,6207,251,13178,5946,4272,9588,10884,79,0,7127,5251,7095,1793,4379
"Peve_00033462",4683,302094,75018,988,297917,30934,85535,62538,274583,1094,421,105768,16809,30892,3815,80009
"Peve_00033463",501,46383,6485,139,74701,2692,11774,6577,37168,119,10,15378,1398,4799,482,12583
"Peve_00033469",13825,162295,49397,3012,227572,16439,72147,40093,154987,2916,758,120517,12467,50408,4446,57823
"Peve_00045175",0,564,135,0,438,0,335,0,744,0,0,125,0,141,0,109
"Peve_00014624",0,147,38,0,173,0,64,0,48,0,0,97,68,0,0,47
"Peve_00013222",0,343,160,0,223,0,136,161,221,0,0,93,0,80,0,112
"Peve_00011172",0,1320,197,0,470,132,36,0,1537,0,0,215,82,310,39,512
"Peve_00011176",0,3530,558,0,1016,137,0,837,712,0,0,893,331,50,19,157
"Peve_00011177",0,538,119,0,354,0,409,283,729,0,0,27,0,141,29,31
"Peve_00011174",0,1424,316,0,1091,122,61,250,1490,0,0,386,119,213,0,150
"Peve_00011178",0,1364,379,0,1153,57,104,276,1552,0,0,178,0,116,0,150
"Peve_00011179",0,975,201,0,341,72,51,271,254,0,0,231,150,87,18,68
"Peve_00006857",0,1331,308,0,622,184,928,134,965,0,0,92,0,124,41,317
"Peve_00010882",0,1881,578,0,2529,260,1398,363,1224,0,0,1095,136,215,41,705
"Peve_00020073",0,9888,1005,8,3576,156,4307,544,3311,0,0,1565,47,15,0,321
"Peve_00020071",0,416,120,0,309,0,188,112,356,0,0,182,65,173,0,119
"Peve_00020077",0,1108,302,0,759,0,317,174,463,0,0,293,0,0,10,41
"Peve_00020075",0,2902,541,0,1121,0,294,223,1118,0,0,446,0,0,21,88
"Peve_00020074",7,4735,330,0,2077,35,1901,199,1078,0,0,976,46,0,4,111
"Peve_00020078",0,578,161,0,535,0,389,147,439,0,0,325,0,114,15,58
"Peve_00016036",421,67117,20112,142,107065,11035,45880,13996,52950,237,107,31664,7138,15646,1540,16158
"Peve_00024941",7,249,97,0,158,7,26,30,24,0,0,25,17,53,0,52
"Peve_00024945",0,1440,750,0,1246,112,115,464,907,0,0,317,413,88,99,659
"Peve_00024948",0,694,232,0,640,163,69,0,51,0,0,63,63,62,20,192
"Peve_00016034",0,31,26,0,62,0,32,0,13,0,0,55,0,0,30,15
"Peve_00026895",0,1024,385,0,879,121,496,99,980,0,0,262,0,139,10,178
"Peve_00026894",43,885,605,0,596,0,377,355,1019,0,0,411,74,124,47,400
"Peve_00016033",105,47,0,0,122,104,78,136,44,0,44,221,56,345,0,8
"Peve_00020389",0,1048,119,0,799,40,184,0,627,0,0,161,0,74,0,176
"Peve_00027766",0,1053,305,0,1151,101,604,243,688,0,0,394,91,197,0,236
"Peve_00027765",0,1412,296,0,1232,38,1032,236,1248,0,0,395,115,209,69,302
"Peve_00020384",0,1435,703,0,554,27,0,302,0,0,0,425,176,167,42,185
"Peve_00020387",0,537,104,0,647,0,104,0,213,0,0,154,29,145,31,142
"Peve_00024492",0,222,38,0,186,56,165,81,243,0,0,81,0,47,16,47
"Peve_00024494",0,480,153,0,333,95,348,114,298,0,0,78,0,46,17,99
"Peve_00024497",0,340,46,0,423,0,433,0,198,0,0,167,0,94,0,58
"Peve_00021382",0,1716,224,0,1007,61,250,172,1095,0,0,714,0,175,42,366
"Peve_00021383",0,3215,589,0,1301,0,1059,0,2239,0,0,524,0,276,26,557
"Peve_00021381",0,2933,612,0,1848,288,1011,356,1558,0,0,1085,67,401,15,751
"Peve_00021385",285,143,28,0,529,0,473,0,318,0,0,268,0,69,0,26
"Peve_00024235",226,550,0,176,817,0,589,0,272,0,25,359,0,121,0,49
"Peve_00024236",0,650,141,0,263,0,220,254,548,0,0,114,0,14,44,80
"Peve_00024232",0,558,27,0,344,0,0,177,191,0,0,85,0,63,0,98
"Peve_00021039",201,111,29,0,142,22,100,0,91,0,0,150,0,29,0,3
"Peve_00000934",208,267,29,18,101,0,110,155,172,0,0,0,0,31,0,8
"Peve_00000936",434,477,79,0,741,48,580,0,524,16,0,198,0,190,4,180
"Peve_00000937",0,222,62,0,23,29,479,38,412,0,0,518,36,60,0,154
"Peve_00021030",79,4199,1376,0,1939,297,797,687,1925,0,0,968,278,152,69,699
"Peve_00021032",0,140,58,0,319,19,207,0,324,0,0,43,0,107,0,42
"Peve_00021033",0,153,0,8,119,0,93,63,123,0,0,48,12,0,0,67
"Peve_00021035",0,256,62,0,709,0,40,156,116,0,0,118,0,76,0,91
"Peve_00021036",482,29396,8609,57,32601,3809,13998,7178,7265,193,0,12016,3085,7571,880,8632
"Peve_00021037",0,612,129,0,349,0,418,0,145,0,0,92,3,21,13,151
"Peve_00025728",0,799,264,0,194,44,749,0,291,0,0,92,0,131,0,389
"Peve_00025729",252,655,139,0,488,236,73,301,53,0,0,156,0,161,0,316
"Peve_00029398",86,4638,941,0,2933,325,2855,892,4381,0,0,3567,213,991,164,1421
"Peve_00025722",0,270,67,0,299,0,84,138,130,0,0,57,0,77,16,81
"Peve_00025726",0,3987,748,0,2958,223,2876,757,11507,0,60,2459,336,851,126,2132
"Peve_00025727",0,52,0,0,21,0,22,0,0,0,0,29,25,81,17,12
"Peve_00040315",55,3022,666,0,2424,116,606,339,1696,0,0,1642,67,338,18,702
"Peve_00040319",0,450,228,0,702,0,301,0,772,0,0,269,0,139,0,155
"Peve_00029394",0,2715,1220,0,1761,439,228,514,2782,0,0,1057,336,279,98,1037
"Peve_00016319",0,5387,1550,0,3239,661,2340,555,5630,0,0,1508,380,1305,145,1829
"Peve_00016318",0,387,75,0,339,0,231,0,94,0,0,165,124,91,7,92
"Peve_00016317",0,308,286,0,1019,0,412,0,995,0,0,501,0,105,23,280
"Peve_00016316",295,434,45,56,733,0,363,115,272,0,0,360,13,238,0,79
"Peve_00016315",571,69218,22448,62,93274,8157,43342,15977,52431,46,36,26631,5936,15420,1366,19963
"Peve_00016310",0,913,334,0,297,0,239,0,596,0,0,297,0,37,0,285
"Peve_00026563",0,3261,725,0,3565,207,2085,526,3769,0,17,1788,229,937,24,965
"Peve_00026562",0,5898,658,4,10651,310,9408,594,9118,0,0,2798,0,1869,22,756
"Peve_00026561",0,3566,374,0,3294,117,958,565,1965,0,0,1070,49,535,0,565
"Peve_00026567",0,5316,1161,0,5220,500,2476,699,2919,0,0,2069,280,975,133,1061
"Peve_00026566",0,734,158,0,2051,66,199,153,291,0,0,258,0,42,0,128
"Peve_00026565",142,6320,1180,0,4538,324,1008,812,2175,0,0,2525,395,565,74,1435
"Peve_00026564",0,518,130,0,748,73,45,0,176,0,0,133,137,50,18,110
"Peve_00036855",0,604,107,0,316,0,0,204,209,0,0,192,87,102,0,172
"Peve_00003689",1109,1077,78,65,1484,70,679,0,783,0,0,872,0,380,0,99
"Peve_00016703",0,127,55,0,336,0,62,75,0,0,0,106,88,249,43,140
"Peve_00004898",0,220,34,0,185,0,72,0,125,0,0,50,0,88,0,76
"Peve_00004893",0,372,21,0,429,0,125,36,111,0,0,57,0,60,0,49
"Peve_00004891",0,1645,222,0,1254,50,809,71,1010,0,0,700,152,215,22,111
"Peve_00004897",86,5199,1783,0,3781,376,1480,578,2205,0,25,1741,141,724,71,1426
"Peve_00004896",65,5227,1089,0,4344,284,2469,913,2636,0,0,1594,198,439,66,1155
"Peve_00004894",372,3724,746,277,5030,217,3824,571,4074,40,145,2317,272,2083,145,1133
"Peve_00020803",0,1135,400,0,1664,0,589,146,721,0,0,487,102,375,0,328
"Peve_00020800",0,626,219,0,886,158,227,0,272,0,0,200,3,64,34,57
"Peve_00020801",0,579,20,0,323,50,174,0,369,0,0,238,0,114,28,70
"Peve_00020804",28,548,27,0,113,111,56,0,15,0,0,65,0,18,0,77
"Peve_00040860",0,945,86,0,851,0,121,0,344,0,0,396,0,111,16,160
"Peve_00040861",0,721,364,0,681,170,467,115,430,0,0,366,0,208,0,129
"Peve_00040866",80,840,79,0,817,28,255,0,445,0,19,232,0,116,0,52
"Peve_00040867",7902,17346,2099,717,21472,742,4891,2512,11314,149,450,6403,242,3111,171,3048
"Peve_00040864",20,20,16,0,17,0,47,0,38,0,0,37,0,50,0,13
"Peve_00040865",1095,4823,742,125,16238,0,4947,698,5990,0,71,4274,248,1807,80,920
"Peve_00040868",0,974,304,0,2301,118,1862,77,1585,0,0,333,0,66,15,304
"Peve_00040869",0,140,33,0,262,0,386,0,338,0,0,143,0,106,0,38
"Peve_00004760",105,347,155,0,944,0,134,70,461,0,0,196,0,0,0,133
"Peve_00004762",0,183,87,0,1114,13,0,0,99,0,0,130,0,44,0,153
"Peve_00004765",62,1070,219,0,919,0,368,167,748,0,0,193,0,70,0,352
"Peve_00015669",125,38,0,8,24,45,0,0,0,0,6,27,24,123,13,0
"Peve_00015664",0,168,17,0,57,89,0,0,130,0,0,198,37,0,49,101
"Peve_00015662",0,213,18,0,216,37,229,0,159,0,0,37,0,42,0,117
"Peve_00015660",0,498,67,0,138,52,72,144,690,0,0,182,0,16,22,106
"Peve_00044340",0,503,81,0,504,0,132,0,126,0,0,273,0,112,25,167
"Peve_00002397",0,606,186,0,671,0,184,83,209,0,0,223,101,148,34,157
"Peve_00002394",0,157,62,0,84,0,357,67,478,0,0,94,0,0,0,86
"Peve_00002398",0,3555,1036,0,2054,357,570,617,2052,74,0,1461,98,196,66,845
"Peve_00002399",0,631,94,0,524,66,302,0,691,0,0,323,59,228,31,94
"Peve_00002648",0,813,267,0,468,0,193,115,435,0,0,309,0,193,0,122
"Peve_00002640",0,2098,509,0,2067,108,2050,325,2089,0,0,664,0,761,0,341
"Peve_00002644",0,901,302,0,1105,109,826,498,292,0,0,306,98,137,0,272
"Peve_00002645",0,1209,405,0,1784,145,161,177,1071,0,0,381,0,59,22,347
"Peve_00002646",74,4436,1039,22,2404,581,745,860,2703,0,0,1277,414,378,165,989
"Peve_00002647",0,583,236,0,527,0,187,0,266,0,0,148,30,0,0,186
"Peve_00005380",182,158,0,0,404,0,121,0,142,30,0,305,0,119,0,38
"Peve_00005383",0,568,63,0,519,0,100,0,656,0,0,73,0,55,0,65
"Peve_00005386",0,279,19,0,18,65,140,0,235,0,0,13,0,48,0,38
"Peve_00005389",0,652,122,0,335,40,577,142,760,0,0,77,0,44,9,193
"Peve_00041739",0,3480,637,0,2911,346,1669,706,2429,0,91,1113,159,560,78,618
"Peve_00041738",104,658,242,0,928,0,918,178,827,0,0,444,141,59,21,167
"Peve_00041737",0,2084,395,0,3837,461,1421,447,1371,0,0,976,106,496,64,514
"Peve_00041731",102,5488,713,0,4740,283,1762,547,2563,0,0,1772,321,1179,62,762
"Peve_00041730",0,411,152,0,279,0,0,39,142,0,0,200,0,43,0,49
"Peve_00041733",0,2710,1037,0,2348,56,1546,772,1999,0,0,989,179,576,68,840
"Peve_00035540",32,1253,47,0,1541,30,812,31,470,0,0,419,63,350,0,160
"Peve_00035542",0,735,292,0,785,0,224,0,475,0,0,16,0,79,0,216
"Peve_00042420",96,14653,4596,13,17837,1063,10440,2570,11952,0,0,7135,1281,2641,588,4305
"Peve_00008093",26,575,211,0,618,0,71,153,325,0,0,442,0,60,0,99
"Peve_00008090",24,463,119,0,683,0,355,0,521,0,0,531,0,220,0,43
"Peve_00029985",0,59,11,0,30,25,0,47,0,0,0,60,56,45,9,18
"Peve_00036629",0,808,120,0,398,0,84,332,335,0,0,294,61,82,0,156
"Peve_00036628",66,958,172,0,1307,0,108,371,635,0,0,559,0,52,18,234
"Peve_00003510",0,507,103,0,157,0,316,0,978,0,0,197,0,137,19,150
"Peve_00009051",24,7055,1072,13,6528,591,4416,848,3710,0,0,2203,228,650,37,1079
"Peve_00009052",82,25125,6919,104,38204,2180,15275,4687,7515,23,0,10041,843,5417,181,6467
"Peve_00001600",206,2419,465,0,1257,0,475,388,1295,0,0,716,0,113,43,767
"Peve_00001605",131,871,173,0,693,0,86,102,410,0,0,166,0,30,15,158
"Peve_00001604",104,2192,511,0,1961,93,817,349,2168,0,0,655,126,26,45,556
"Peve_00001606",0,1056,631,0,1703,122,387,365,1116,0,0,783,304,243,0,437
"Peve_00028268",0,197,39,0,112,0,53,0,116,0,0,47,0,13,0,46
"Peve_00019958",0,1503,189,0,1026,0,289,235,554,0,0,469,0,56,0,264
"Peve_00019950",0,1191,62,0,589,122,378,0,782,0,0,557,0,213,36,310
"Peve_00019951",0,6062,1866,0,2376,456,1527,464,3840,0,0,1794,347,643,160,1119
"Peve_00019952",0,648,188,0,686,102,304,87,576,0,0,286,62,106,22,149
"Peve_00019954",52,715,126,0,287,0,136,0,490,0,0,153,56,34,0,42
"Peve_00019956",0,1693,346,0,1004,96,325,480,844,0,0,802,0,320,38,398
"Peve_00019957",0,272,27,0,109,0,101,93,98,0,0,76,0,0,0,102
"Peve_00033269",0,2683,403,0,4830,249,612,377,1781,0,0,1049,119,597,85,492
"Peve_00030317",7,82,72,0,78,50,17,0,18,0,0,118,56,59,18,4
"Peve_00035144",88,2240,354,0,1692,213,554,429,1225,0,0,812,80,281,78,520
"Peve_00035148",0,457,123,0,340,0,285,175,492,0,0,274,75,37,10,32
