"trim.321RA.gtf","trim.331RA.gtf","trim.336R.gtf","trim.370R.gtf","trim.380R.gtf","trim.410R.gtf","trim.414R.gtf","trim.419R.gtf","trim.468R.gtf","trim.512R.gtf","trim.549R.gtf","trim.568R.gtf","trim.571R.gtf","trim.581R.gtf","trim.586R.gtf"
1015,721,648,250,341,63,148,838,305,399,447,0,198,0,472
806,523,963,99,986,344,383,630,506,982,610,220,385,40,1144
5141,4717,4528,751,11441,1595,1274,5807,8474,16771,10075,5465,6100,642,7768
153,344,90,123,254,80,184,402,176,399,141,84,114,53,153
994,629,633,91,844,312,444,696,950,702,383,404,310,0,456
804,445,176,148,623,137,415,463,211,262,258,233,110,127,304
1120,963,453,81,1107,223,1089,2186,589,559,364,378,451,151,301
953,762,367,352,498,240,916,1108,282,482,391,563,282,169,386
10,91,126,4,57,13,35,18,73,0,0,87,16,0,37
105,32,59,0,0,0,94,259,87,11,64,0,116,0,79
911,257,112,0,311,222,270,224,26,162,150,344,276,0,201
1043,241,88,151,566,79,308,487,260,29,636,147,321,110,896
242,578,64,30,311,18,284,98,453,39,325,0,337,0,277
964,556,754,134,1180,198,658,691,767,1004,516,360,265,48,669
60525,42363,29960,2761,32186,13075,45208,34045,19814,43947,17225,14762,13094,4921,18293
46,55,45,0,14,0,16,45,11,193,35,125,27,0,0
1409,573,650,114,651,178,1049,733,824,813,506,313,373,0,616
24,140,0,0,48,39,19,471,58,213,41,0,0,0,68
3175,2214,1230,474,1549,898,1755,1390,1329,1556,871,901,635,600,683
126,89,242,166,121,83,204,133,241,102,35,114,144,0,157
2152,5870,2590,55,7435,4212,2572,2258,5896,11670,4983,3266,1449,14,3899
1995,968,934,136,864,401,1657,1435,844,2076,894,680,915,318,661
1617,1052,325,122,469,225,656,1231,371,791,306,617,415,17,483
413,304,97,0,61,26,390,583,230,351,205,0,82,40,495
1189,42,0,31,97,153,180,43,97,67,82,147,0,0,127
54,29,0,0,0,14,91,0,0,0,11,46,6,0,26
0,73,33,440,120,52,6,132,179,137,336,0,53,17,41
0,42,51,151,49,24,3,90,113,67,64,0,0,0,0
527,884,643,704,1138,102,618,840,263,949,462,82,210,45,185
270,257,222,16,626,128,155,309,109,270,119,0,53,0,169
3151,9102,6422,139,6297,831,521,12808,19419,1699,3342,1351,6680,0,4960
2052,2291,930,361,1601,868,1203,2915,2130,2159,1936,1152,1187,1113,1362
124,88,79,39,64,13,69,163,49,84,147,57,29,0,71
213,147,69,0,127,39,95,83,86,105,137,0,95,0,0
911,581,1962,113,1614,228,362,923,1727,3287,722,873,927,17,1111
119,194,76,0,25,53,140,170,205,201,113,43,124,57,199
64,53,0,0,0,105,32,136,37,74,110,0,42,0,92
1434,1227,1227,183,1408,467,1110,1818,1255,1957,867,532,870,144,1117
212,53,115,0,39,132,644,38,0,100,40,477,78,52,88
168,227,119,54,137,50,228,316,122,109,157,234,101,0,131
344,153,97,35,300,97,229,355,153,547,337,116,170,77,149
16,3,0,0,0,1,34,37,27,20,19,88,25,0,0
402,376,341,38,290,62,238,467,199,301,111,175,148,75,292
8777,7021,4876,1605,6434,2808,6595,7025,4351,9682,4827,5773,2810,1854,3706
144,130,0,0,27,116,474,152,120,78,242,59,108,0,48
693,985,779,1033,1184,392,317,2230,154,1335,970,158,367,217,406
4131,2953,2829,395,2635,542,2568,5353,2170,3531,1667,886,1575,66,3118
64609,45133,22333,7107,29608,14171,37531,40654,20354,34494,23394,13289,12810,4968,33274
1893,2203,767,252,1000,275,1196,1813,694,1339,803,335,688,423,1596
2037,1547,1085,185,1862,554,1024,1344,1423,1628,945,861,1072,124,931
3725,3063,1685,598,2830,1114,2081,2926,2421,3650,1494,2799,1374,646,1988
78,195,68,0,397,30,64,144,9,153,105,86,65,17,55
174,58,22,0,52,9,102,98,51,39,19,66,54,0,36
10,21,18,15,30,22,21,72,31,0,84,46,55,0,15
523,222,484,0,314,80,56,87,97,488,274,235,28,35,131
1,0,0,0,15,16,0,116,0,57,10,0,17,35,64
181,845,70,114,588,256,477,139,0,0,292,322,141,112,0
36,110,35,0,18,0,0,101,29,0,37,0,37,0,0
149,54,0,71,80,0,45,95,13,223,190,0,0,52,51
548,473,301,0,341,49,45,256,234,286,147,217,291,33,133
708,381,177,0,302,195,658,358,271,587,529,39,460,0,328
446,486,1039,94,787,307,313,378,366,926,599,64,232,161,646
360,496,446,68,295,101,274,1000,77,253,63,55,157,0,192
16,64,0,0,0,16,78,65,0,30,35,0,0,0,0
5430,3488,3853,168,4226,1066,2717,5122,4516,8242,3341,2681,2766,180,4793
290,146,240,0,104,0,108,215,86,95,79,0,77,0,98
695,156,64,31,0,200,549,410,213,497,152,0,260,513,85
55,48,43,17,65,132,203,126,0,102,128,0,65,156,40
1609,1575,4158,88,2723,343,156,1838,1098,1709,1407,120,746,39,948
399,428,255,238,215,133,389,353,96,233,273,406,98,620,0
232,297,133,112,98,124,465,213,119,327,331,28,180,354,220
4857,4417,9443,472,6766,2235,2920,4232,4446,7826,5323,3340,3017,736,5772
1465,1364,5329,53,3496,835,742,826,1944,3382,3136,1132,1249,123,2142
143,249,161,1236,174,108,333,228,318,27,312,0,1216,54,960
6522,5806,4698,347,5582,1964,2936,4486,3831,5501,2298,3475,1902,423,3898
2147,1902,491,56,1233,322,920,1792,509,2564,506,303,926,0,990
28,29,29,0,0,25,132,380,110,252,26,416,75,0,117
1765,995,158,246,588,350,5927,1090,187,794,1276,536,404,265,48
252,139,60,0,58,111,1005,104,112,148,108,0,82,0,0
12281,11540,25799,3551,28054,11810,6876,10703,35045,46114,21283,44600,20838,6465,31986
165,299,210,55,267,100,78,210,224,218,173,149,229,0,199
1637,803,72,0,643,95,49,1795,902,0,838,539,1088,0,511
1137,721,157,282,419,317,4146,1424,216,360,769,369,499,555,141
1348,1154,567,346,346,586,1552,1885,787,1251,1106,479,591,237,945
30248,19602,65173,7557,52828,36706,21346,26914,46264,77772,41093,46105,24418,8922,40451
250,285,269,13,444,35,177,720,91,446,112,98,302,8,224
204,383,517,36,336,284,613,558,238,418,184,423,287,12,358
32,172,90,0,46,6,35,183,0,28,45,0,98,0,78
404,975,1025,35,476,0,88,1233,210,518,182,0,166,0,499
947,954,340,80,657,646,930,721,243,744,432,168,746,0,228
2265,1647,1469,524,1608,928,3607,2146,987,2330,2031,1551,753,622,1433
18,6,24,17,39,10,15,25,0,123,18,0,60,0,39
2548,3218,2753,347,1756,702,955,2053,3155,5638,1971,1843,1276,103,3499
911,719,855,41,1335,228,278,1128,965,1272,504,689,560,0,459
3962,3202,3028,272,3720,949,1099,3477,3060,6219,2707,3517,1329,285,2655
1044,589,943,48,960,181,321,438,718,895,407,872,580,0,460
964,544,1444,283,1293,816,907,903,823,1564,380,706,516,539,1787
2521,3265,2520,816,2238,1842,5924,2138,2964,3641,2886,3215,1168,1689,1484
430,190,181,62,201,95,112,400,53,778,212,0,192,0,157
8784,7482,10844,1409,16950,4846,1724,10820,10062,22520,7057,8979,3840,864,10883
464,390,214,50,412,88,373,444,299,426,259,381,235,16,416
204,229,37,0,97,31,203,235,114,131,129,36,76,49,31
91,193,157,0,187,0,165,271,120,81,37,0,52,0,0
32,58,62,0,0,0,153,62,0,90,33,0,54,36,39
2313,2526,1042,198,1072,442,1205,1980,978,1095,821,670,486,197,883
1007,310,311,385,375,523,2802,423,388,429,518,419,200,265,166
3434,3064,2108,306,2269,427,1787,2935,961,1644,1133,958,552,315,1296
8534,5613,3179,1635,2699,1936,12551,4579,3712,3644,4038,1298,2773,1500,2539
955,655,367,133,598,438,592,701,485,1289,351,1075,358,148,98
368,284,214,0,569,46,83,328,162,413,152,69,342,0,349
244,177,106,10,464,78,149,336,154,254,137,39,693,7,384
114,53,7,0,59,21,0,60,92,138,36,0,106,0,0
57,21,0,0,62,38,97,85,0,22,0,0,76,0,119
209,143,195,0,1556,53,48,872,516,763,1049,0,153,45,136
4552,4404,2651,292,2830,897,2281,4312,1728,3150,1108,930,1195,71,1797
19,7,0,0,285,253,0,95,194,0,0,0,25,59,179
13,32,48,0,0,15,2,17,0,78,5,0,41,0,0
236,206,0,52,183,24,224,53,0,171,75,0,95,0,93
0,17,0,0,84,16,46,0,0,75,82,0,32,0,92
1159,1533,829,136,762,431,2542,1693,949,1521,1051,172,775,211,1003
212,702,1496,83,922,195,220,462,2686,327,1861,242,773,0,463
579,982,1233,1213,1265,208,334,886,1125,1629,743,322,457,173,964
918,1153,478,115,600,206,632,1108,388,627,440,266,409,54,670
27,149,0,0,199,145,1788,10,69,78,44,23,23,0,94
1529,471,668,192,765,272,1249,631,462,277,441,331,316,32,165
68,116,75,17,123,22,145,116,176,68,61,205,76,0,0
349,203,142,0,196,112,693,164,320,165,166,124,62,39,196
15045,18728,8631,4085,9790,9492,21728,23761,7594,12933,6814,8242,3860,1379,2708
963,1449,485,831,715,798,1549,1427,166,1032,1113,2277,161,470,1117
9688,5818,6480,725,6697,1691,4250,5140,4409,9302,2028,6620,2509,1440,2999
1449,931,620,122,692,857,2788,1206,725,1226,1997,638,439,257,1041
32054,20276,15458,7021,21383,12974,15168,20872,14601,23837,7504,13449,5063,2144,7732
298,500,194,169,123,206,1088,661,390,687,337,394,344,401,0
9282,2320,3147,658,6991,4025,2766,4528,9316,8935,3254,3364,1936,135,3392
104,591,0,97,138,0,353,695,102,0,294,675,179,0,517
108,52,28,0,72,38,77,32,44,38,35,0,12,11,0
190,104,168,0,82,11,67,79,0,59,37,39,55,0,0
316,302,257,68,276,62,278,429,258,223,126,45,135,0,139
1017,537,315,0,431,292,1658,744,329,804,604,298,461,43,182
1085,754,460,140,531,130,965,1583,393,743,475,197,511,0,801
5284,5994,4495,1996,11120,4016,5027,8625,9664,17536,8791,5154,4334,1045,6528
1400,2146,885,118,1146,609,2253,1721,900,1566,1813,382,797,251,1217
3086,2559,3188,233,3242,640,1740,2280,1713,2547,1086,1218,1143,232,1573
1333,1173,3074,115,1983,732,2198,1654,1418,2587,756,1176,1089,383,1843
290,251,447,48,300,184,591,648,389,474,313,24,366,69,247
1611,950,286,202,1339,214,3171,2523,764,314,1084,1617,393,0,345
172,11,238,139,393,92,219,2864,576,6,0,38,0,0,381
2855,1528,3910,38,2536,657,718,1107,1514,823,271,151,141,0,477
113,307,244,0,300,35,301,325,41,173,153,299,160,0,171
2627,1772,1972,234,1547,969,3402,2993,1396,2382,2621,799,2015,631,2092
1465,819,696,168,477,450,2069,1560,751,1732,738,646,612,516,1103
487,431,163,0,276,71,213,306,296,265,105,303,92,0,168
155,200,372,20,104,127,262,360,74,151,83,0,27,0,0
1222,563,658,107,421,40,578,664,304,516,405,28,127,0,70
934,305,384,53,478,137,270,592,93,196,175,35,58,0,139
62,43,0,0,115,49,33,82,50,72,145,0,0,127,0
657,614,283,116,368,349,375,521,310,1110,180,414,129,128,194
679,714,223,206,379,310,459,1157,358,1004,531,0,46,124,183
16579,19940,14702,2514,11054,6383,7448,17360,10683,17864,8633,14514,6250,740,10880
305,582,275,11,250,152,321,583,254,594,285,14,290,36,214
368,43,20,24,0,0,0,330,148,0,97,0,57,0,151
6372,4818,5002,2124,4225,3038,7340,4039,2431,6888,1798,5140,1063,2402,1846
749,478,198,125,305,237,1172,685,239,447,578,359,304,140,257
122,66,0,0,124,0,37,85,30,61,54,92,22,0,114
32,29,87,0,117,0,54,117,59,0,76,0,25,0,0
1365,1406,685,53,479,165,334,2971,1556,973,293,0,1147,0,807
659,280,52,52,51,68,111,526,379,527,326,51,139,0,120
275,116,47,0,149,0,0,102,19,35,139,0,44,0,63
5,179,0,0,698,0,711,1178,264,92,0,767,167,0,55
1969,1495,2399,1198,2312,519,3787,1650,1049,2569,1833,1309,731,191,5617
6418,6178,2786,714,5088,2668,6574,8666,3544,6712,3319,3380,2383,1224,3924
3569,3289,3202,627,2781,1533,2584,4049,2575,3422,1632,2910,1220,273,800
126,350,19,50,81,70,340,192,71,411,296,72,145,0,57
2206,1788,1346,107,2294,604,988,1653,2477,3557,1375,1145,663,475,952
1641,989,228,155,787,307,1569,1475,902,860,1186,419,691,152,794
396,349,61,0,121,43,121,61,21,145,187,39,11,54,16
2183,1855,1927,181,1579,542,2879,1817,519,1635,839,417,2024,146,2691
3250,2551,7370,479,5465,1413,353,3518,11627,4444,5770,1915,4161,197,4551
28391,21097,18555,5207,19842,8957,22539,24310,9517,28040,12406,17240,5667,5581,14548
147,350,218,16,259,97,577,347,2054,954,42,243,1274,25,0
322,320,47,0,64,98,944,237,187,237,211,77,285,84,145
231,146,0,24,52,47,340,141,0,208,134,54,0,0,0
0,22,0,0,0,9,41,41,62,112,36,0,22,0,0
0,126,188,0,28,5,9,132,64,74,26,0,31,0,53
328,189,43,65,171,153,320,242,93,290,169,286,74,52,102
91,73,0,0,50,25,150,64,35,129,97,72,129,0,85
185,119,244,0,232,75,171,275,127,98,315,305,87,114,55
53,207,0,0,187,32,299,316,61,244,149,0,102,99,93
2151,1268,1158,209,849,522,1338,923,1066,1976,960,776,551,208,1109
30,48,31,0,57,0,29,33,32,0,46,0,74,0,0
79,53,44,6,26,29,106,67,42,47,38,73,46,0,115
299,40,61,0,31,72,339,101,44,25,73,0,79,0,215
9442,8311,5145,3415,7135,3678,7732,11400,5996,9554,6446,4011,2891,1812,5418
272,94,233,0,200,27,173,130,347,71,115,47,138,0,123
663,358,152,128,100,43,580,350,260,553,523,79,283,25,257
135,170,13,8,83,105,275,195,116,96,151,20,169,29,149
94,67,80,0,112,24,221,169,106,137,219,0,59,0,79
455,518,667,0,257,219,527,1255,294,1042,1279,224,289,169,610
86,807,59,86,130,10,285,204,99,105,45,341,59,0,0
2472,2741,2453,432,1845,738,3179,2218,1951,2376,2299,185,1614,236,2137
66,65,151,98,91,23,33,209,215,133,46,0,235,0,0
7,145,49,0,183,0,27,104,265,44,73,2,37,0,101
51,242,33,0,0,40,61,263,38,0,28,291,72,0,122
352,231,208,0,204,140,442,385,270,298,223,64,130,96,540
4722,3352,3168,397,2592,928,1598,2915,2019,2724,1743,2391,1049,236,2151
408,266,102,0,300,69,322,470,320,381,111,287,108,38,478
3323,2349,1098,196,1371,836,3832,3296,1498,1921,2788,800,2163,410,1466
92,157,69,0,30,82,109,207,155,170,88,0,26,0,125
1495,1059,732,171,876,427,415,1804,511,1319,916,507,404,113,742
788,32,0,0,1019,21,51,284,38,1664,131,95,11,24,0
8077,3920,939,1367,4227,2810,1039,2287,12023,6079,5216,2050,3357,162,1743
147,149,295,0,129,0,90,204,0,174,61,0,29,0,0
290,252,181,68,109,52,364,358,205,366,161,262,137,44,385
109,75,0,0,42,4,68,99,0,0,22,0,51,0,0
435,216,762,263,1267,570,459,353,1540,1690,896,911,744,117,295
0,40,0,4,121,53,0,44,83,0,0,169,89,0,0
302,346,171,0,700,67,169,444,78,545,66,64,113,6,152
465,360,431,44,594,106,360,507,365,782,369,409,299,0,356
1640,1106,2318,238,1886,735,1737,1352,1137,2043,1138,881,1224,156,1845
1070,610,355,232,748,320,567,1188,341,707,441,443,204,55,597
4420,3367,4783,604,4649,2629,5998,2962,4026,3604,4268,3922,1380,2663,2893
2043,1776,1342,107,1287,1123,1651,2654,2601,2162,2293,2545,1015,960,1801
142,0,43,485,2112,393,210,482,128,897,269,2308,729,80,140
216,176,472,40,131,58,27,503,142,464,423,61,558,0,497
1333,845,688,0,526,348,978,1771,712,845,852,345,652,242,758
2413,2509,2366,212,3148,618,2013,2491,2080,3258,1119,714,990,166,1872
1801,1168,1236,235,1187,276,1837,1450,916,857,1080,435,952,0,1316
2829,3874,3697,584,4046,1228,2907,3303,1935,2291,3452,2308,1557,1110,2528
9178,11965,7283,2969,9526,3816,8228,10515,5497,7544,8037,5366,3361,3053,6232
1001,644,1266,387,973,363,1340,790,474,1188,931,336,250,306,294
410,12,0,0,0,0,0,646,454,55,108,0,66,7,220
74,70,0,0,0,0,22,14,100,26,0,48,62,0,0
1398,1559,621,136,929,507,828,1021,1237,1844,562,674,468,190,459
1706,1554,1004,203,887,556,602,1046,748,2235,614,275,543,186,627
8587,6229,6728,879,7084,3224,4449,10627,6971,6737,4608,6917,2579,246,3958
214,130,90,51,97,53,339,143,129,123,108,73,67,55,75
69,44,44,0,65,24,17,28,17,16,80,62,21,0,16
0,164,73,6,372,15,21,198,77,0,392,0,47,14,118
2627,5,0,20,0,21,997,30,0,1,0,4973,0,1142,53
2410,1375,1031,139,997,389,3308,3892,676,1982,969,879,609,238,1174
178,90,42,10,65,36,352,45,80,20,16,27,17,33,0
24,28,0,20,13,18,32,22,71,15,91,23,0,0,0
560,434,126,0,86,252,778,485,351,169,695,261,318,55,192
61,553,252,0,445,104,203,524,205,316,219,33,107,0,392
79,32,0,0,0,4,71,47,152,72,78,0,99,31,0
266,65,111,0,42,89,74,328,127,129,58,57,166,15,25
2031,1294,1633,355,1621,697,1598,1824,867,3119,1077,884,838,202,883
198,120,189,0,94,142,1897,147,241,74,209,331,229,983,272
341,246,285,0,305,84,126,112,74,253,36,110,80,0,214
727,318,163,73,602,92,151,97,212,333,82,214,80,0,129
1853,613,1886,888,2930,726,806,1253,2076,3208,1400,657,1491,291,1344
583,305,630,0,611,343,296,442,456,361,465,262,388,132,150
6219,2892,5159,437,6690,1772,2396,3605,4906,4739,2939,3266,2105,481,4199
963,645,346,0,597,213,832,952,645,919,453,423,395,0,598
1169,1158,555,0,540,193,1748,1025,510,722,514,341,507,142,600
2136,1857,1890,234,1698,748,1070,1965,2192,3926,1374,1073,1547,389,1656
2261,1585,1444,189,2432,1027,2227,1925,1757,2159,2135,1539,1038,304,962
16780,56,289,113,222,1643,1110,122,5726,2025,50,20448,2638,7240,1731
43,14,0,0,86,24,0,0,81,30,36,0,127,0,0
33478,651,1148,338,508,2774,1615,588,4067,2892,289,51353,2930,9263,2460
1427,771,161,36,1099,582,728,932,221,500,309,510,365,72,524
0,42,152,0,0,0,112,63,47,52,54,10,81,19,0
2992,2998,1336,709,1306,727,1954,3060,754,1809,2076,449,1112,851,1295
1226,1121,999,338,2024,483,1088,1294,1147,1038,656,653,871,376,1228
3574,1861,4734,3171,7257,912,271,2766,8769,5573,3197,582,3577,286,7029
10,27,0,0,2,12,22,14,0,0,15,0,26,23,0
980,1026,681,61,1114,358,1326,1103,644,1051,692,546,486,43,897
243,295,246,48,140,229,910,405,272,295,322,86,258,42,132
179,89,132,26,186,71,115,111,0,149,13,0,69,0,54
44,46,56,0,0,29,80,36,0,51,28,0,41,0,0
27,20,67,0,59,0,68,19,96,0,6,0,16,0,0
4410,2912,1419,555,840,1603,9482,4433,2353,1623,2234,969,2274,1153,2338
13,11,51,0,0,18,37,29,47,31,52,0,92,0,26
142,89,171,0,122,68,158,136,62,139,157,40,176,8,130
1343,1018,871,143,779,193,1019,1332,615,1740,496,217,552,58,849
2146,1498,2241,114,1996,775,984,1626,4387,2217,1075,556,1590,259,1592
160,194,136,0,138,13,177,360,249,399,183,160,109,0,300
38,26,84,0,39,0,84,45,0,102,37,0,12,0,0
420,309,380,0,480,180,410,469,303,431,157,308,128,0,344
1519,995,1304,133,1563,444,1199,1748,894,1301,548,743,898,205,1331
555,759,225,89,379,255,1123,831,270,719,567,505,309,87,337
1273,1031,2184,46,932,141,492,870,961,1536,693,324,539,0,351
13,38,0,28,123,0,34,0,32,77,56,2,105,0,0
2599,3240,2729,476,2469,1158,2051,4284,2353,6106,3549,3411,2137,528,4366
604,367,3909,290,1569,559,446,753,1258,2243,2032,746,993,98,1009
1576,1228,402,89,749,269,854,1430,1079,1170,869,364,779,96,1247
2688,2635,2817,351,3319,1580,1056,2777,3586,6373,1877,616,1575,204,908
251,34,0,0,110,23,168,54,0,62,117,111,76,48,0
26,12,86,26,26,16,38,20,7,6,23,8,30,32,32
327,364,65,347,358,192,142,151,997,601,102,298,81,103,76
5,24,4,18,11,6,11,15,21,9,7,19,9,11,4
320,354,67,338,349,192,136,151,985,590,99,294,78,108,76
321,355,66,339,350,192,137,149,988,591,100,294,78,104,76
595,910,684,751,1270,804,514,722,3488,1504,215,1775,275,142,941
268,292,55,271,291,176,104,149,729,478,77,371,66,110,110
434,485,426,131,415,231,608,483,189,687,350,341,423,0,142
4300,3491,4331,370,5752,999,2166,3869,6181,7004,2247,4531,1307,654,3785
482,187,413,98,281,91,320,278,109,615,352,223,171,68,111
868,1023,1939,184,1529,414,472,1238,1579,1232,506,1225,493,52,683
4467,2394,1357,505,897,438,1944,3743,1574,2178,2416,699,1946,185,2358
15743,19534,38842,346,27558,394,2823,57287,12072,30091,22999,114,11413,0,18787
669,511,524,186,238,343,460,407,422,494,321,296,160,388,304
600,672,0,0,421,164,276,924,403,473,302,583,276,186,835
1619,2050,644,163,276,411,1296,2090,631,1020,827,285,273,333,448
5005,3881,1547,999,3479,1078,6083,4767,1801,4155,4982,447,1182,157,1627
428,207,35,0,569,0,315,299,56,458,158,139,163,0,97
1215,799,993,566,556,618,1540,1125,425,1066,1000,351,352,324,350
56,27,94,0,0,0,21,34,0,0,52,0,71,0,0
2425,2692,5192,258,2406,852,2951,2506,3465,9666,4034,3117,2186,171,1512
330,366,221,0,228,108,255,258,93,291,143,57,42,37,193
54,118,43,127,115,45,33,25,80,0,69,0,64,45,79
355,51,0,160,20,115,41,39,33,126,66,383,44,187,0
886,5077,2931,175,5520,146,221,3340,5019,2640,1783,164,1493,109,1411
470,144,16,73,33,296,30,248,11,180,936,98,64,35,0
759,1059,583,0,598,123,147,1113,523,483,749,228,606,45,747
603,914,3872,198,1766,325,570,2259,593,2380,1242,399,697,0,895
415,86,91,0,44,0,38,251,99,57,120,0,125,0,47
898,530,593,114,592,257,1006,833,335,666,413,386,336,27,383
86,80,0,0,69,4,96,129,46,99,129,0,107,46,153
120,85,14,6,119,7,96,73,76,50,91,57,35,0,127
2229,441,302,7010,146,2367,1867,28,252,275,1692,9895,52,14576,336
41,260,200,77,395,55,88,161,131,77,264,300,241,7,265
48,83,226,144,946,59,130,630,301,108,638,243,195,61,325
0,0,425,62,324,268,0,0,171,0,0,143,163,0,0
53,177,0,0,14,17,118,179,0,160,7,38,25,0,0
148,67,180,179,322,86,78,127,98,272,734,338,84,66,36
33,17,0,0,38,0,78,16,0,0,118,318,0,82,0
0,81,0,0,0,0,21,11,56,94,53,0,37,0,116
279,176,0,248,45,152,76,93,148,187,84,40,22,50,139
40,0,0,56,49,64,29,48,0,44,77,54,40,0,0
0,91,0,51,167,111,136,46,177,24,17,47,0,0,0
2501,1414,1746,761,2119,821,1786,1647,962,1520,1932,1264,935,738,1653
197,145,117,0,25,66,50,188,125,131,143,23,79,0,25
900,1037,1158,0,1102,211,694,1170,1053,1140,719,380,544,148,836
36,10,8,0,22,14,40,28,103,0,8,17,9,0,14
27,24,0,0,0,14,70,27,0,26,10,0,34,0,0
50,130,21,0,61,0,146,122,0,103,60,0,48,0,0
649,362,577,82,405,74,394,698,152,523,243,50,158,35,332
40,30,32,0,0,9,64,45,68,27,61,0,0,0,0
82,36,55,0,53,0,39,60,38,79,22,0,34,0,52
103,968,888,0,66,157,422,1632,35,1455,252,96,370,45,1535
1206,1345,9941,3630,2365,1459,846,3081,2745,3488,4224,857,877,1610,2850
148,139,37,16,122,35,99,242,72,131,112,76,30,0,27
252,228,212,0,143,58,373,243,300,501,208,0,183,0,0
115,15,0,0,214,13,43,0,0,0,40,0,27,0,13
1182,641,1207,72,954,315,835,694,617,1191,485,140,366,221,599
415,681,640,171,458,198,342,584,296,1001,304,277,213,13,315
20,4,33,0,0,0,72,88,0,0,53,0,29,74,0
308,96,163,10,92,86,99,589,28,21,74,0,0,0,0
1693,1918,1561,216,2496,291,880,1272,502,1532,550,1176,427,97,710
1532,921,519,68,419,281,402,753,410,1337,469,177,331,19,472
827,295,0,0,80,62,423,163,423,270,261,74,375,0,43
4559,2728,8837,558,8135,1116,903,5405,7386,7494,3683,1787,3873,63,3246
749,102,0,0,0,0,97,72,433,120,143,0,371,0,0
828,1158,1466,103,1019,661,730,1554,2100,2194,822,819,844,117,1126
103,79,0,26,0,0,134,101,39,116,140,0,38,0,51
701,1454,695,109,1237,397,1584,1094,595,1434,902,468,747,621,506
44,67,46,0,21,47,119,6,52,126,37,57,0,0,0
172,68,149,4,126,17,26,88,219,22,15,93,105,0,37
3178,2070,3038,227,2923,526,1029,2919,2815,2221,2285,645,1652,102,1495
373,356,344,0,260,66,222,642,166,309,341,429,169,0,174
6442,5455,10779,486,10401,2194,2748,6460,12236,13300,5350,4423,5988,753,6767
7,37,33,0,45,33,99,65,0,12,36,35,73,0,0
216,1137,569,472,190,588,1879,1348,381,163,752,481,257,0,94
964,1014,544,66,485,718,2059,558,179,1061,469,642,331,498,660
705,888,1267,107,1625,442,307,824,1744,1358,819,522,1155,0,705
521,333,175,0,342,140,409,501,61,257,197,276,382,77,38
586,312,151,88,109,298,1308,325,91,310,381,109,166,51,91
427,695,164,41,275,22,520,469,407,581,572,0,639,0,550
907,243,121,92,97,169,1590,292,118,169,237,47,133,65,138
45,25,0,0,0,0,88,40,0,54,121,52,29,60,0
444,273,115,0,357,92,172,393,174,410,77,168,112,0,50
7231,6080,6390,1470,4988,1532,3521,5563,4057,8043,3844,4232,2281,1043,4837
275,75,0,205,156,108,267,244,0,361,340,191,142,37,38
2007,3241,3016,873,3187,1479,2073,3212,3361,5270,2192,2954,1855,440,4917
106,87,36,0,189,42,81,148,144,218,80,55,107,0,96
666,363,253,85,743,145,304,957,615,1355,330,472,195,114,271
266,284,331,0,259,125,101,482,125,812,96,139,88,34,122
1224,812,637,252,914,456,646,1128,783,613,589,808,456,127,749
0,752,88,338,209,0,606,0,0,435,518,377,210,0,396
808,574,285,15,318,67,521,729,440,261,288,87,457,0,249
4173,4593,3422,412,2961,1042,1313,3575,3035,5032,2641,879,1461,623,2028
7284,6295,2090,520,2800,671,4072,5903,1523,5322,1682,906,875,635,1725
38,82,0,8,0,24,14,71,78,25,77,46,28,0,53
5792,3869,2131,289,2627,530,778,3521,2323,2852,1593,1678,3571,272,2556
490,969,1348,237,873,59,27,667,528,921,653,0,179,188,645
411,315,143,20,277,67,626,393,128,264,208,174,100,90,83
339,110,353,263,106,108,226,167,36,450,76,777,47,192,86
2498,3023,1731,78,2727,369,690,4058,2313,2538,1794,209,2118,0,2585
191,111,65,17,22,17,29,120,52,62,73,0,0,0,110
