"trim.321RA.gtf","trim.331RA.gtf","trim.336R.gtf","trim.370R.gtf","trim.380R.gtf","trim.410R.gtf","trim.414R.gtf","trim.419R.gtf","trim.468R.gtf","trim.512R.gtf","trim.549R.gtf","trim.568R.gtf","trim.571R.gtf","trim.581R.gtf","trim.586R.gtf"
280,169,131,0,82,94,731,250,159,44,107,71,99,113,268
720,244,356,0,72,302,2082,451,354,346,589,233,440,263,120
3304,2148,1391,122,564,1521,10521,2356,926,2826,2849,781,2373,444,853
24450,26526,24284,4560,25293,7137,9389,28090,16345,22182,13754,26278,7881,3253,13055
1477,1578,1741,146,1476,614,2238,2712,746,1543,1074,570,1093,437,1022
248,169,104,398,30,102,151,58,43,74,56,711,0,0,45
1437,1262,2331,134,1911,752,80,994,1266,3304,627,340,610,108,1416
278,212,208,9,223,48,246,168,33,196,23,105,160,0,80
29,0,0,0,0,39,124,0,0,0,23,0,38,116,41
725,655,183,236,462,133,852,441,360,544,359,572,482,104,294
535,336,435,0,408,170,784,408,210,420,189,360,223,0,247
474,578,131,44,298,170,970,549,509,446,519,488,363,74,182
1166,1189,982,61,1181,518,1712,1027,1030,1009,697,588,870,154,834
2471,2010,1586,343,4075,550,1637,1576,1078,1157,910,740,558,210,787
3488,3071,705,548,934,719,3816,3663,416,3044,1511,1678,669,282,1507
126,134,156,101,278,760,16,0,0,257,279,337,13,0,0
276,17,0,4,24,36,41,0,0,43,77,61,0,0,0
40,22,0,0,38,30,122,118,66,22,80,104,0,0,0
218,296,222,0,96,14,31,256,291,276,267,0,161,0,120
49,180,95,0,61,41,38,109,112,115,150,98,172,0,139
1057,585,615,1598,462,742,1800,779,483,426,1441,354,368,616,639
918,41,525,2919,487,3351,252,1396,3501,4326,2082,824,737,823,492
1333,905,427,204,448,478,1497,766,309,483,375,443,590,417,546
32,45,6,0,0,0,62,32,11,0,18,54,40,0,0
921,511,96,51,447,68,241,919,478,450,260,61,528,134,313
245,271,58,36,158,78,576,373,277,276,294,148,87,103,84
2216,896,3064,2308,800,368,1885,278,778,1979,3240,547,146,1963,369
1186,236,597,116,408,141,575,136,332,1098,250,799,216,91,317
102,186,0,0,72,17,112,77,315,37,29,18,27,0,0
59,98,0,0,118,14,28,57,56,32,41,0,52,0,0
18258,1761,1730,1625,841,3726,27989,640,1083,3708,5437,8761,151,6591,1276
13987,2495,2942,4332,2649,6034,22729,2960,2949,5499,8388,16722,1106,4196,1998
3223,1638,886,140,848,786,4570,2463,859,1450,899,715,745,835,864
591,505,634,13,306,142,320,371,288,947,175,0,173,0,501
127,142,182,53,95,36,72,207,64,160,139,0,132,0,106
638,862,848,101,783,307,572,1314,1177,1444,1107,193,1085,90,575
577,1616,439,0,337,102,519,1228,703,365,270,188,198,77,305
1335,2100,960,134,2070,197,563,2733,1874,3340,1186,0,1417,0,1899
673,45,66,164,90,379,675,78,128,141,163,147,96,288,0
259,271,151,47,209,91,223,274,88,376,262,291,117,0,155
4494,3639,1791,240,2458,654,4020,3254,1231,1568,1160,1215,1011,516,1447
1885,2951,3273,258,3057,297,752,2439,6589,2927,1848,1395,1135,188,1381
1031,749,411,0,312,221,1123,991,546,579,668,87,377,120,163
0,59,0,0,29,346,0,324,1712,11,541,923,0,0,147
1090,956,787,25,727,176,543,828,526,574,273,391,286,0,573
311,407,738,122,359,53,215,332,442,885,1329,195,263,0,745
3391,4488,2198,331,2635,1054,1814,4055,2533,3763,1470,1633,919,344,1838
707,860,997,0,616,263,104,1067,626,755,459,118,219,0,410
3500,4198,945,292,1150,531,2288,4074,294,1592,1079,655,442,767,495
809,663,934,0,0,5,347,451,649,402,31,0,658,29,246
153,115,108,0,0,0,45,146,113,60,14,88,58,0,18
59,39,0,0,46,16,15,0,92,21,24,0,54,0,0
1773,1040,1411,75,877,335,760,1898,575,1512,950,261,663,140,681
2978,2674,1510,339,2158,564,2385,3066,1313,3139,1531,735,1762,410,1732
121,178,123,0,153,13,73,204,61,39,183,73,116,0,153
38,79,29,0,118,0,124,14,107,46,97,0,182,62,124
0,23,0,0,0,15,32,49,35,15,104,0,43,0,96
201,316,53,0,48,49,171,68,34,138,204,67,102,0,106
1791,2105,698,137,925,637,3485,1539,869,1471,749,448,383,282,1625
0,22,7,27,0,28,2,34,43,17,6,0,14,0,0
0,40,32,0,57,65,20,51,61,14,0,0,110,0,0
328,23,0,39,90,72,21,31,81,173,63,46,26,0,43
6404,3405,3020,608,2940,1622,4680,4863,2847,4203,2651,3448,1864,799,3314
1151,658,543,139,473,229,505,939,831,442,531,423,489,135,512
445,415,284,0,403,58,162,764,136,394,314,120,193,126,135
28667,36426,20395,6571,21076,16841,19149,34550,19596,32554,15429,25447,8972,6919,14615
7532,5130,10341,1473,10101,6246,2816,4353,11111,17456,7215,7335,5549,1678,8442
4131,5359,4293,894,3675,1925,11741,4716,4425,5361,3281,3384,2535,2012,2613
2217,825,4995,1339,5141,4057,1257,1832,7775,5513,5126,8006,2699,517,12374
3080,2352,2303,553,2996,898,3305,3404,1398,3259,2235,1461,1484,926,1948
966,698,1110,0,1158,171,484,692,875,882,602,341,806,26,455
0,13,0,13,20,44,16,60,82,0,0,0,0,16,0
0,0,0,0,0,58,29,154,158,58,23,0,0,21,0
5842,8662,5882,820,8642,3596,5222,10850,6312,7931,3462,4777,3804,857,4990
25,29,10,0,211,0,280,91,288,177,38,112,41,0,4
149,93,82,0,48,71,524,118,254,291,77,20,128,16,27
1337,1747,2194,3060,4309,2764,1244,2139,1551,3055,1625,3571,579,3215,1793
1143,1152,1662,0,935,80,300,973,925,2055,461,70,1115,0,383
4465,2706,1461,535,2635,1125,6293,4582,1542,3627,3424,1848,2525,940,3747
44,49,26,0,80,0,31,12,10,46,88,36,44,0,0
122,67,160,20,103,75,618,324,163,150,109,132,162,0,31
260,253,293,0,429,121,124,352,185,479,145,370,184,65,335
90,51,56,0,17,0,38,56,42,270,75,0,54,0,91
0,131,42,0,29,240,1828,145,90,335,347,0,72,174,0
6458,1924,1611,15310,4459,6421,1096,4516,8146,7402,10380,8300,4349,1768,4139
136,78,43,45,174,89,726,201,93,254,279,358,18,22,327
17,58,13,49,19,15,31,79,14,21,44,97,20,0,136
1255,554,113,1151,462,267,83,0,349,0,0,0,0,0,0
167,45,4,28,31,10,160,165,57,3,0,90,46,0,0
4234,3238,5082,0,9964,3439,1211,4750,13813,9948,7114,1619,4912,0,8316
498,47,79,0,58,70,108,64,0,5,51,45,236,66,199
252,195,154,60,99,78,435,249,311,210,256,115,409,0,241
11627,10782,11063,511,13114,6910,7725,10712,21981,25165,17045,5231,5238,722,10597
189,82,171,0,168,26,75,105,33,304,112,0,27,0,100
841,1114,617,0,818,153,502,1191,671,728,430,102,349,44,553
180,179,178,0,657,51,144,151,196,408,205,196,45,26,114
32,64,21,0,32,116,59,114,0,83,25,0,47,0,4
478,1116,2281,0,1934,503,398,1267,702,1347,948,688,641,0,1045
886,1745,6395,101,3651,223,137,1960,2253,2348,930,245,1187,0,1335
223,15,39,0,154,18,60,110,0,100,35,31,25,0,0
593,206,463,0,455,215,96,243,454,522,63,167,173,0,85
16510,16342,14419,2567,10855,6701,11886,12875,9398,14201,6737,10723,3329,3364,6732
1241,773,241,98,482,353,1432,996,212,542,234,163,335,291,433
209,51,53,52,728,17,139,116,55,583,554,87,15,175,35
22,25,30,17,0,14,84,59,12,23,19,0,0,0,0
0,40,14,0,23,0,30,65,0,24,0,0,72,0,24
14174,13085,5601,2444,7339,3422,8832,15528,6526,16954,6199,8516,3515,1012,8498
5605,3360,4105,7220,2036,1976,2425,1219,3051,2708,10550,3981,746,2814,1248
5406,4510,2854,1080,2082,918,3680,4362,1031,3196,3409,756,1225,567,2038
3161,1733,472,52,531,62,725,1289,482,688,355,646,345,256,621
93,240,375,0,206,241,123,337,206,220,51,0,195,0,98
200,240,29,0,50,1684,153,79,238,124,201,0,116,0,263
262,838,469,139,682,113,399,639,921,815,477,177,560,0,360
38,241,3174,0,64,278,0,107,701,582,2483,198,388,97,0
614,2116,1595,130,1473,548,588,1239,1290,1997,538,573,843,0,2067
227,193,138,0,128,95,527,253,182,61,97,151,93,0,297
26223,10520,11324,2853,11676,5245,7130,15897,7098,7374,10484,2244,8591,820,8448
120921,68723,42338,11323,59566,15424,15895,96663,65033,47820,47960,11993,38108,4160,60213
88,231,257,7,251,53,77,276,295,257,98,110,160,20,114
513,280,552,0,339,125,86,353,298,705,227,249,301,0,312
68,137,46,81,113,0,83,200,0,47,22,0,17,0,76
1033,963,230,319,120,479,2122,296,83,528,357,1508,45,62,297
431,439,160,33,414,106,200,307,169,259,326,0,109,0,118
1531,298,418,3645,975,989,4623,1112,532,357,1408,4472,395,3369,468
456,669,435,0,378,237,321,494,337,665,203,221,160,62,312
170,250,100,0,0,66,126,162,29,68,139,176,19,146,64
606,1209,462,0,1100,170,285,1357,808,420,809,161,582,0,759
102,83,47,0,61,0,106,73,0,79,75,23,0,0,0
878,587,898,42,858,294,165,845,1107,1144,593,282,789,87,1243
18340,18710,14289,1418,13431,5733,7698,17143,12906,11663,5340,15660,4870,5103,15855
1009,715,1128,111,1275,529,426,795,2147,1637,819,769,635,268,1356
30560,40000,75462,4159,46972,19099,15117,41180,54214,63479,33493,34591,16919,2683,40306
144,176,582,20,377,42,122,109,551,286,88,133,159,0,241
2968,1532,4104,82,4896,1486,1263,2070,2971,6292,3188,1896,1576,196,1419
590,188,691,18,250,13,144,497,366,777,208,28,113,0,164
771,314,945,91,909,574,453,536,304,1323,909,667,584,109,391
328,652,968,0,1004,247,315,742,1159,697,441,310,475,34,725
2255,1780,1893,370,1755,799,2725,1180,1823,1482,1646,1240,572,901,1007
234,202,130,57,97,59,170,143,98,240,55,139,73,0,55
171,556,40,0,134,37,119,132,64,240,96,167,139,0,0
870,1621,2357,76,3176,464,195,1129,3899,2212,940,0,884,45,1844
5028,5385,2187,517,1790,3005,12838,3869,1749,2897,2051,2393,2149,1209,2148
2201,120,123,82,205,233,195,197,294,303,27,46,110,0,39
485,103,123,0,105,0,224,278,0,157,173,0,100,0,130
259,370,17,0,342,111,381,125,113,139,48,203,140,0,0
244,122,21,0,192,152,160,88,353,178,164,233,0,47,76
3512,762,1378,707,1257,1138,834,1639,2527,1881,1062,2422,878,84,537
13842,6645,4933,3530,9627,7138,6095,7270,7133,7921,3665,16550,2058,2071,3055
4270,4475,3204,477,3430,1326,3454,5020,3290,3580,2623,1634,1279,505,2613
21941,22264,28347,7902,30723,3930,8965,22728,33134,15988,10896,6232,12483,506,14917
264,185,57,0,78,66,246,100,212,104,213,92,142,2,59
11694,5863,6539,517,6129,1868,3428,10065,2650,10828,5387,725,2304,125,5684
2684,2221,979,382,1272,1098,2244,1624,661,2599,1411,826,1127,407,1572
207,294,256,28,278,29,115,132,59,237,60,18,210,1,0
84,1073,309,22,1333,27,1439,180,93,190,877,359,336,1315,36
863,829,354,39,681,136,635,1055,667,527,454,489,514,50,752
621,523,1523,75,655,180,229,445,593,680,458,66,318,117,143
5237,4856,6116,1448,5635,2199,3042,5440,5249,7536,3017,5311,3183,1285,5627
363,250,389,0,229,144,312,297,42,336,44,47,122,0,109
56256,51248,50139,14667,54580,23382,20749,41781,40736,57637,25163,42029,14768,7095,30944
581,259,304,85,328,106,1062,951,865,376,359,178,341,45,439
1842,1749,764,239,1209,791,1888,2194,769,1126,1379,753,892,225,1634
110,79,142,176,0,38,133,37,99,0,33,80,27,0,127
94201,100706,128546,34734,132890,54046,55695,84834,130058,157336,91301,105366,53464,24658,158038
399,540,266,48,393,187,560,569,521,383,364,265,190,80,297
92,37,16,0,0,81,141,110,80,58,30,2,25,29,27
865,497,371,183,145,344,1293,798,355,421,652,41,362,172,374
68,55,0,0,0,21,191,0,19,43,40,0,23,0,0
113,36,0,0,0,105,304,157,36,198,201,83,116,0,183
737,657,565,113,333,361,1873,671,407,912,681,0,736,392,607
2818,3360,2168,851,2123,919,3221,4280,1418,3165,1907,1301,1352,666,2561
86,141,56,50,116,54,100,142,245,0,190,150,67,0,36
378,188,293,70,248,6,417,767,276,0,100,131,136,0,0
74,56,27,0,23,20,97,63,54,0,0,0,23,0,54
8,46,0,0,10,84,36,179,0,7,15,21,87,0,0
2331,4449,1301,158,2315,110,1072,3664,1552,1042,196,237,644,184,824
526,280,216,0,402,93,329,573,212,548,133,336,310,0,349
382,0,238,250,514,21,51,419,379,1707,465,271,0,67,441
1479,440,1634,739,2519,733,808,938,1583,2697,897,1121,411,327,1485
681,1505,964,163,997,273,615,1574,537,1409,543,463,489,88,2064
4340,4057,6089,157,4669,1515,2187,3951,6335,6100,2052,2265,2666,306,3842
19,9,0,0,3,3,11,35,21,17,13,0,42,0,8
647,223,412,86,648,263,462,206,242,1537,473,265,266,84,544
281,180,0,0,136,104,204,291,132,157,42,0,69,0,66
4238,1759,2374,233,3034,1270,1992,1832,1883,3218,1555,2296,547,354,1214
9636,7864,11307,1974,11858,4084,7771,9839,10602,13855,8620,9462,4182,1738,5590
4000,3085,6725,1642,4327,8321,3103,4433,4429,20077,12331,19161,2194,1458,3071
91,73,397,66,437,65,173,232,114,515,370,0,221,29,561
7188,741,966,1196,2012,1358,1859,1273,656,1550,2300,2550,402,1951,500
10826,11,0,63,46,792,1559,0,50,161,77,6085,0,691,78
748,151,83,511,59,205,10941,226,177,100,997,1596,65,3535,148
5120,1130,744,2668,572,1790,30672,1959,243,2760,1026,3881,357,5899,598
638,438,278,1497,238,1625,257,499,471,1327,367,4087,396,554,237
415,433,1419,0,1122,196,376,788,711,481,441,237,482,60,498
4008,4261,13985,1707,10110,8809,11440,3542,13018,6296,16031,8760,4185,1592,14449
4107,4122,2587,290,2400,888,3143,3497,2698,3390,3128,854,1434,194,1888
4977,6874,6935,675,5104,1317,5752,5889,3263,6668,2624,1006,2008,825,5003
56,79,36,72,51,0,77,30,0,180,81,0,32,0,0
329,220,180,0,496,107,526,623,273,488,364,433,636,0,287
614,194,219,0,227,71,69,928,159,381,206,0,24,0,154
1562,36,185,19,394,181,333,298,217,521,89,306,99,82,198
55688,62835,57572,2897,56406,23505,50368,79973,49853,80250,40524,10587,33302,1617,55013
116,229,0,0,0,60,180,17,58,28,163,0,0,0,44
772,1283,311,103,414,345,735,729,453,556,447,477,377,0,316
736,1039,1505,244,1222,408,703,1206,1291,2688,787,264,816,102,664
45,115,54,0,55,39,81,111,0,45,0,0,0,0,0
122,243,440,0,493,0,296,516,0,500,177,63,71,0,69
3658,4821,5612,306,4452,1417,1852,4793,5057,7332,3043,2078,2671,362,4326
4762,5227,1904,273,3113,531,1452,5712,1959,4187,1629,645,1661,177,2746
628,1608,1368,0,1382,169,234,2284,841,2325,461,230,918,29,1336
968,1675,1590,0,2035,256,216,1999,1521,2459,507,168,1399,0,1043
15736,11348,6369,1858,10458,4151,8858,15990,6137,15106,7056,3897,2780,649,4901
21745,12588,21421,2855,17640,9480,9162,18303,20589,28898,11655,28397,9776,2936,11500
62,276,0,37,80,30,316,258,213,322,317,23,104,58,269
994,663,698,641,1147,270,572,665,943,910,438,1995,517,0,615
8336,5797,11267,925,9766,2510,3271,8666,12223,13361,6764,7646,5120,370,9530
977,982,771,214,489,386,1411,1619,385,1456,903,0,837,157,615
1412,1210,632,151,591,180,638,1379,460,1132,453,133,469,94,529
640,998,417,111,775,294,220,685,388,194,1344,251,290,296,423
2279,132,107,5,49,48,47,225,50,198,200,183,68,0,82
2054,1442,830,477,787,1489,14730,2242,620,1305,1224,564,669,1167,818
110,225,0,0,1657,231,0,314,997,0,0,126,186,0,280
2491,4811,4876,27,1924,899,1223,11582,4785,6225,1253,563,2294,46,4412
361,230,91,68,491,63,47,156,516,461,284,129,100,0,361
0,29,0,9,15,19,81,60,0,123,38,0,134,0,0
2626,2661,2748,297,2072,900,1002,2094,1362,2947,1038,2142,1470,373,1896
21,32,0,0,60,4,29,16,88,20,68,25,12,0,26
4826,4188,7540,603,4100,1633,1047,5282,5491,6519,2925,4973,3285,287,5155
688,641,285,67,262,207,328,704,523,803,221,214,302,24,310
645,262,701,184,954,342,219,246,718,997,631,0,316,0,324
863,233,189,475,63,202,188,407,218,684,224,115,88,127,1056
1370,1502,1570,151,1634,310,813,3250,1452,2739,659,537,1142,91,815
1469,974,712,106,909,251,855,1217,1323,1412,738,921,922,147,1444
1318,1833,5666,19332,1016,2907,4350,2700,1417,3746,33183,1204,862,508,1624
3766,3773,814,1254,2066,895,5835,6039,1709,1624,2695,1434,1867,909,2768
9873,6509,4517,4654,3433,5341,14598,4546,3535,4081,5202,4376,1736,3951,4553
537,1225,1240,234,1183,376,725,1669,343,1488,575,277,337,78,639
120,58,72,0,67,0,122,90,47,147,111,0,19,49,57
1285,1208,1194,758,1053,400,584,888,595,1485,956,499,323,318,512
512,423,290,48,271,183,893,347,182,230,178,11,231,134,248
76,51,13,0,0,28,85,18,99,18,14,0,11,0,9
229,311,98,0,113,0,322,254,171,217,174,90,266,29,101
192,8,104,0,142,112,85,38,447,0,233,0,40,78,128
257,51,0,256,111,128,57,200,342,135,181,81,241,94,128
115,171,355,0,717,133,528,90,176,79,177,621,139,0,10
149,113,64,0,43,0,64,74,16,93,33,110,40,0,31
287,345,152,0,184,25,191,218,133,204,144,78,227,148,521
3191,2780,3165,219,4685,1411,1757,2989,2331,4211,1872,992,1980,168,3013
11741,8296,5196,1087,5980,1579,7474,7535,6609,5204,3200,2370,1534,1639,2418
20291,19934,47396,1698,26213,9133,9435,20248,33753,24087,16705,27420,8090,2040,30890
2035,1303,2416,0,3901,2694,1413,1763,2933,4515,3371,2314,2355,1010,5496
1559,1223,747,147,598,627,2639,1505,784,763,1124,542,670,688,1007
711,723,248,0,445,154,1543,1032,453,1013,761,407,1422,366,689
1555,960,933,96,425,167,127,1636,230,969,506,348,398,0,547
1197,2702,3103,67,3822,547,506,1676,1336,3018,1405,1665,1214,139,1892
4980,3824,1805,910,2771,2602,6631,3726,2471,4361,3615,2123,2027,1813,3096
12458,7073,5370,1259,9592,7066,2715,5463,4568,11230,3722,8122,4793,711,4844
37,8,0,0,28,14,8,43,0,13,0,0,12,0,24
336,254,563,34,97,146,62,311,101,212,96,0,155,0,154
3087,2006,3152,322,1874,901,1168,1901,1620,3321,2043,1279,1027,342,1296
6982,2357,2465,5000,1982,2037,6817,1626,1538,3311,4671,2605,638,2772,1140
528,381,264,38,586,256,547,619,438,672,381,325,227,13,299
165,244,249,0,109,134,453,214,199,240,237,0,95,0,81
412,249,31,42,115,134,1212,320,349,123,372,83,173,106,156
17279,10917,25688,11280,25193,7866,14069,24264,27564,23764,18495,17328,13343,4003,10888
176,367,225,72,79,183,326,192,0,453,378,147,237,59,199
95,22,249,130,578,286,40,62,386,9,185,80,68,0,4
179,382,247,152,298,184,703,647,113,336,397,412,297,139,177
1326,3077,568,207,1175,749,1636,1971,502,1679,890,440,617,151,1350
384,156,1449,0,852,143,67,286,407,755,595,42,373,142,243
564,268,249,0,228,104,0,0,281,928,543,820,0,20,125
20,33,8,0,64,23,73,52,0,267,42,0,8,0,0
375,475,247,0,165,129,285,678,221,440,261,138,191,0,213
168,73,77,55,0,32,418,200,40,81,51,117,68,63,57
106,89,0,0,0,0,59,91,61,48,80,49,84,0,0
544,379,280,77,309,283,766,755,218,459,424,212,600,0,342
352,377,214,40,849,318,111,408,1209,540,701,251,217,24,347
1376,1034,1302,398,792,223,725,1032,556,2125,904,593,540,45,1034
231,320,320,0,253,0,29,230,235,127,25,0,25,0,99
26,24,33,0,56,32,21,128,54,95,12,142,12,0,16
56,49,80,0,59,7,50,86,9,20,6,0,17,0,58
4062,3577,3782,1859,3388,1976,4934,6406,1840,6609,5725,1909,1631,1543,3037
152,298,0,0,268,0,38,451,0,374,40,91,30,0,136
7190,10006,10553,605,13037,4012,6002,11065,16693,12995,12812,5054,11014,363,9966
3627,4879,3276,536,4081,1458,3288,5713,3984,5625,4397,807,2635,253,3380
90,110,0,36,180,38,132,14,194,242,163,0,23,0,411
6789,3763,4994,1007,8098,1855,3225,6503,7236,4333,4655,1653,2545,326,5183
7269,8091,5772,2211,12595,2356,4614,7743,8440,6607,3770,6953,4296,1389,11304
662,1318,583,236,1094,90,293,1024,1136,870,802,161,308,0,701
69,0,0,0,49,0,37,26,0,0,45,0,24,68,0
2021,2147,1417,119,1744,1041,907,906,2178,2030,1314,2262,1248,181,1081
9,75,4,5,79,1,17,93,49,11,22,51,45,0,59
73,165,61,43,63,151,198,254,61,138,228,116,186,23,119
56,11,31,14,37,39,32,55,0,0,50,116,0,0,0
1887,1968,2868,195,3400,996,793,1911,2679,3258,1569,1402,963,39,1487
280,450,175,0,257,54,291,628,210,287,251,0,219,0,111
358,181,55,0,77,14,176,63,0,0,296,0,168,0,0
422,753,185,93,514,179,886,1192,198,1477,1203,0,500,44,227
295,161,102,68,237,153,204,203,53,247,209,299,204,0,211
282,150,150,96,375,208,97,120,139,429,304,0,78,150,369
955,1284,2695,291,2031,94,282,1734,879,1443,1244,893,391,115,1103
5380,5047,6480,1311,3226,2307,3563,4109,5204,11856,2400,2538,1418,724,1546
31,58,0,0,0,4,0,72,32,9,9,23,68,0,57
73,14,0,0,18,32,19,17,60,0,28,33,77,0,72
0,89,58,0,198,68,33,222,202,115,291,87,237,42,306
582,487,115,141,463,104,510,463,379,245,256,197,182,55,387
1412,1104,741,274,983,356,1781,914,800,1288,586,415,563,307,507
4365,7011,6182,838,6061,594,2826,5540,3812,5016,4238,1888,2250,195,3526
4941,3047,1292,411,1445,1071,3341,4400,1022,1546,1515,752,1336,437,2135
207,112,61,43,85,86,326,216,103,100,113,0,33,0,146
0,45,0,0,50,18,34,53,0,106,23,0,0,0,0
502,313,122,22,204,44,153,419,309,89,133,130,121,0,291
816,280,127,153,441,136,271,533,209,442,306,194,104,0,269
230,190,118,0,39,0,74,178,29,175,98,28,53,0,43
162,114,0,0,28,0,94,146,77,0,68,0,15,0,160
610,254,1514,59,216,176,432,1420,1822,1266,1043,1803,714,203,234
1942,1645,1547,176,1125,530,2534,1764,1093,2141,1381,688,990,384,1788
79,66,192,0,15,34,293,172,0,86,80,54,51,0,86
0,15,0,0,0,11,58,60,0,18,62,44,29,0,14
4461,2989,1135,3222,2192,2690,9239,5028,1704,2932,1691,3710,753,2143,1650
2187,2081,5710,241,1720,1253,661,2802,6876,3537,1973,9595,3496,1096,5857
35,117,25,0,53,14,50,112,18,118,39,85,82,0,151
309,185,155,0,93,0,199,278,0,111,0,0,0,0,0
397,0,138,0,577,907,235,277,89,583,93,0,202,0,68
155,118,163,0,42,56,208,128,81,115,97,40,162,0,58
2169,2037,1219,137,1656,384,1512,1794,1283,1946,894,802,965,192,851
34,43,0,0,0,4,122,54,25,76,16,0,72,0,0
0,237,224,0,171,67,65,10,240,422,148,414,64,84,0
408,575,175,55,405,143,360,694,199,246,285,122,135,0,246
111665,190592,217241,44437,361294,27243,101503,140300,120903,131470,219841,57917,115367,6927,219145
39,96,43,0,30,8,43,40,24,0,54,86,0,19,0
1176,858,250,168,723,223,1200,961,478,685,642,380,808,284,930
1547,1676,1000,164,1310,147,2040,1690,330,857,326,1366,406,1205,436
44,192,430,0,203,111,164,369,70,201,321,0,182,0,0
310,1050,1621,59,681,300,351,1147,240,1489,944,193,173,0,370
84,17,0,0,116,0,41,74,0,72,0,0,13,0,0
162,596,529,0,285,231,366,517,28,315,242,0,49,0,87
383,1139,1512,58,750,143,675,1203,253,943,744,154,357,8,494
0,228,89,0,111,36,303,243,50,161,166,54,164,0,0
883,568,378,74,910,206,1266,887,534,631,436,116,576,264,653
338,131,46,68,214,20,241,241,83,347,181,127,71,0,364
28286,19672,28527,534,21243,12154,22076,14530,49065,20164,13958,30348,10851,2239,14369
0,237,0,17,611,64,244,36,561,378,157,178,147,13,250
396,240,251,104,380,26,240,396,292,313,244,336,158,0,0
0,0,42,0,0,49,108,19,53,104,18,0,0,0,0
71,91,0,0,37,0,65,94,0,55,59,0,19,0,0
393,815,282,66,663,43,480,4647,285,789,678,366,125,62,280
182,155,67,29,196,39,93,613,113,59,206,213,100,73,146
95,108,152,25,213,30,125,69,50,132,23,62,64,0,0
749,398,355,96,144,266,306,423,45,980,626,185,318,245,106
313,98,208,71,0,101,182,230,0,673,336,151,179,36,41
702,650,509,33,353,144,371,757,378,474,377,406,187,41,680
2624,1658,802,169,1442,221,575,1037,633,1398,350,492,247,0,429
518,371,286,0,675,325,534,559,243,910,270,385,321,0,290
6866,4963,4686,822,6390,2145,2092,6353,8557,9800,2464,16894,2293,1252,8541
114,61,262,119,19,105,40,26,18,227,40,1022,23,143,87
91,85,21,0,65,75,122,97,86,44,20,60,118,0,99
184,157,46,0,60,18,47,75,52,85,159,0,86,0,0
484,430,400,21,344,212,397,522,195,422,295,379,221,31,372
6246,6064,3712,395,4794,1454,3226,5731,3018,4853,2521,2605,2817,621,2895
416,453,237,0,680,117,514,717,324,255,317,341,195,0,300
